actorId,filmTitle,filmYear,genres,averageRating,numVotes
nm0001847,Warlock,1959,"Drama,Western",7.1,6271
nm0000020,Warlock,1959,"Drama,Western",7.1,6271
nm0000063,Warlock,1959,"Drama,Western",7.1,6271
nm0540416,Warlock,1959,"Drama,Western",7.1,6271
nm0880521,The Wayward Girl,1959,"Drama,Romance",6.6,696
nm0001333,Woman Obsessed,1959,"Drama,Romance",5.9,394
nm0000053,The Wonderful Country,1959,"Romance,Western",6.1,1807
nm0000011,The Wreck of the Mary Deare,1959,"Adventure,Crime,Drama",6.7,2601
nm0000032,The Wreck of the Mary Deare,1959,"Adventure,Crime,Drama",6.7,2601
nm0714878,The Wreck of the Mary Deare,1959,"Adventure,Crime,Drama",6.7,2601
nm0000454,The Young Land,1959,Western,5.4,291
nm0641397,The Young Land,1959,Western,5.4,291
nm0000056,The Young Philadelphians,1959,Drama,7.4,3802
nm0001336,5 Branded Women,1960,"Drama,War",6.6,544
nm0797531,Adua e le compagne,1960,"Comedy,Drama",7.6,1212
nm0000052,Adua e le compagne,1960,"Comedy,Drama",7.6,1212
nm0728938,Adua e le compagne,1960,"Comedy,Drama",7.6,1212
nm0566478,The Adventures of Huckleberry Finn,1960,"Adventure,Comedy,Drama",6.2,1499
nm0000078,The Alamo,1960,"Adventure,Drama,History",6.8,15937
nm0001847,The Alamo,1960,"Adventure,Drama,History",6.8,15937
nm0002131,The Alamo,1960,"Adventure,Drama,History",6.8,15937
nm0000081,All the Fine Young Cannibals,1960,"Drama,Music,Romance",6.0,839
nm0463435,All the Fine Young Cannibals,1960,"Drama,Music,Romance",6.0,839
nm0001627,All the Young Men,1960,"Action,Drama,War",6.2,580
nm0001257,The Angel Wore Red,1960,"Action,Drama,Romance",5.7,748
nm0001120,The Angel Wore Red,1960,"Action,Drama,Romance",5.7,748
nm0000493,The Apartment,1960,"Comedy,Drama,Romance",8.3,179386
nm0000511,The Apartment,1960,"Comedy,Drama,Romance",8.3,179386
nm0000072,BUtterfield 8,1960,"Drama,Romance",6.3,6585
nm0002131,BUtterfield 8,1960,"Drama,Romance",6.3,6585
nm0001588,The Barbarians,1960,"Action,Adventure,Drama",4.7,222
nm0001989,The Battle of Austerlitz,1960,"Drama,History,War",6.2,805
nm0001839,Because They're Young,1960,Drama,5.9,325
nm0000052,Bell' Antonio,1960,"Comedy,Drama",7.3,1621
nm0391062,Bells Are Ringing,1960,"Comedy,Musical,Romance",6.9,3412
nm0001725,The Beginning and the End,1960,Drama,7.9,583
nm0429250,Bobbikins,1959,Comedy,5.1,181
nm0000047,A Breath of Scandal,1960,"Comedy,Drama,Romance",5.5,855
nm0002001,A Breath of Scandal,1960,"Comedy,Drama,Romance",5.5,855
nm0001450,A Breath of Scandal,1960,"Comedy,Drama,Romance",5.5,855
nm0001884,Bröllopsdagen,1960,Comedy,5.5,37
nm0000069,Can-Can,1960,"Comedy,Musical",6.3,2331
nm0000511,Can-Can,1960,"Comedy,Musical",6.3,2331
nm0002001,Can-Can,1960,"Comedy,Musical",6.3,2331
nm0000879,Cimarron,1960,"Drama,Romance,Western",6.4,3040
nm0640023,Cimarron,1960,"Drama,Romance,Western",6.4,3040
nm0943956,Cinderfella,1960,"Comedy,Family,Fantasy",5.9,3489
nm0000080,Crack in the Mirror,1960,"Crime,Drama",6.7,229
nm0461594,Crack in the Mirror,1960,"Crime,Drama",6.7,229
nm0696481,The Dark at the Top of the Stairs,1960,Drama,7.2,766
nm0000781,The Dark at the Top of the Stairs,1960,Drama,7.2,766
nm0001450,The Dark at the Top of the Stairs,1960,Drama,7.2,766
nm0405054,Desire in the Dust,1960,"Crime,Drama,Mystery",6.0,180
nm0000052,La dolce vita,1960,"Comedy,Drama",8.0,72606
nm0000733,La dolce vita,1960,"Comedy,Drama",8.0,72606
nm0000044,Elmer Gantry,1960,Drama,7.7,11651
nm0001739,Elmer Gantry,1960,Drama,7.7,11651
nm0447913,Elmer Gantry,1960,Drama,7.7,11651
nm0000059,The Entertainer,1960,Drama,7.1,3409
nm0687506,The Entertainer,1960,Drama,7.1,3409
nm0000056,Exodus,1960,"Action,Drama,History",6.7,9972
nm0001693,Exodus,1960,"Action,Drama,History",6.7,9972
nm0724732,Exodus,1960,"Action,Drama,History",6.7,9972
nm0002131,Expresso Bongo,1959,"Drama,Music",6.2,525
nm0000267,The Fabulous Fifties,1960,Documentary,7.0,34
nm0000020,The Fabulous Fifties,1960,Documentary,7.0,34
nm0404046,The Facts of Life,1960,"Comedy,Drama,Romance",6.4,1581
nm0000733,The Joker,1960,Comedy,5.9,154
nm0001120,Ferdinando I° re di Napoli,1959,Comedy,6.4,161
nm0260020,For the Love of Mike,1960,"Family,Western",6.2,52
nm0000846,A French Mistress,1960,"Comedy,Romance",5.8,181
nm0000056,From the Terrace,1960,"Drama,Romance",6.7,2780
nm0940946,From the Terrace,1960,"Drama,Romance",6.7,2780
nm0000010,The Gallant Hours,1960,"Biography,Drama,War",7.1,1660
nm0000527,Gangster Story,1959,"Crime,Drama,Thriller",4.7,548
nm0001120,Il Generale Della Rovere,1959,"Drama,War",7.8,3266
nm0575552,Girl of the Night,1960,Drama,6.9,115
nm0000026,The Grass Is Greener,1960,"Comedy,Drama,Romance",6.5,5267
nm0000039,The Grass Is Greener,1960,"Comedy,Drama,Romance",6.5,5267
nm0000053,The Grass Is Greener,1960,"Comedy,Drama,Romance",6.5,5267
nm0001739,The Grass Is Greener,1960,"Comedy,Drama,Romance",6.5,5267
nm0001500,The Great Impostor,1960,"Comedy,Drama",6.9,1403
nm0639529,The Great Impostor,1960,"Comedy,Drama",6.9,1403
nm0640023,The Great Impostor,1960,"Comedy,Drama",6.9,1403
nm0002022,Guns of the Timberland,1960,Western,5.5,435
nm0000047,Heller in Pink Tights,1960,Western,5.9,1402
nm0000063,Heller in Pink Tights,1960,Western,5.9,1402
nm0405054,Mistress of the World,1960,"Adventure,Crime,Sci-Fi",4.9,165
nm0001078,High Time,1960,"Comedy,Musical",6.1,689
nm0001839,High Time,1960,"Comedy,Musical",6.1,689
nm0000053,Home from the Hill,1960,"Drama,Romance",7.4,3431
nm0662223,Home from the Hill,1960,"Drama,Romance",7.4,3431
nm0000366,Ladies Man,1960,"Crime,Drama",6.0,59
nm0703033,Ice Cold in Alex,1958,"Adventure,Drama,War",7.8,5792
nm0405054,Ice Palace,1960,"Adventure,Drama,History",6.2,368
nm0000075,Inherit the Wind,1960,"Biography,Drama,History",8.1,30061
nm0545298,Inherit the Wind,1960,"Biography,Drama,History",8.1,30061
nm0000022,It Started in Naples,1960,"Comedy,Drama",6.3,2763
nm0000047,It Started in Naples,1960,"Comedy,Drama",6.3,2763
nm0001120,It Started in Naples,1960,"Comedy,Drama",6.3,2763
nm0703033,It Takes a Thief,1960,"Crime,Drama,Thriller",6.1,324
nm0001025,Juke Box Racket,1960,"Crime,Drama,Music",6.8,12
nm0001884,The Virgin Spring,1960,Drama,8.1,29175
nm0000454,Key Witness,1960,"Crime,Drama,Mystery",6.1,344
nm0002075,Kidnapped,1959,"Action,Adventure,Drama",6.5,1478
nm0474801,Kohinoor,1960,"Action,Adventure,Comedy",6.4,172
nm0821041,The Last Voyage,1960,"Action,Adventure,Drama",6.7,2140
nm0540416,The Last Voyage,1960,"Action,Adventure,Drama",6.7,2140
nm0639529,The Last Voyage,1960,"Action,Adventure,Drama",6.7,2140
nm0472816,The Last Voyage,1960,"Action,Adventure,Drama",6.7,2140
nm0412322,Let No Man Write My Epitaph,1960,Drama,7.1,486
nm0001859,Let No Man Write My Epitaph,1960,Drama,7.1,486
nm0002131,Jungle Fighters,1961,"Drama,War",6.7,880
nm0001647,The Lost World,1960,"Adventure,Fantasy,Sci-Fi",5.5,4006
nm0000989,The Magnificent Seven,1960,"Action,Adventure,Western",7.7,94368
nm0002145,Malaga,1960,"Crime,Drama",6.6,119
nm0199268,Malaga,1960,"Crime,Drama",6.6,119
nm0000308,Man on a String,1960,"Action,Crime,Drama",6.1,418
nm0001333,The Marriage-Go-Round,1961,Comedy,5.9,368
nm0797531,Naked Autumn,1961,Drama,6.5,108
nm0000013,Midnight Lace,1960,"Drama,Mystery,Thriller",6.7,5376
nm0001322,Midnight Lace,1960,"Drama,Mystery,Thriller",6.7,5376
nm0000047,The Millionairess,1960,"Comedy,Drama,Romance",5.4,1851
nm0000634,The Millionairess,1960,"Comedy,Drama,Romance",5.4,1851
nm0001120,The Millionairess,1960,"Comedy,Drama,Romance",5.4,1851
nm0474801,Mughal-E-Azam,1960,"Drama,Romance,War",8.1,8175
nm0926183,"Murder, Inc.",1960,"Biography,Crime,Drama",6.6,1479
nm0000393,"Murder, Inc.",1960,"Biography,Crime,Drama",6.6,1479
nm0000634,Never Let Go,1960,"Crime,Drama,Thriller",7.1,1525
nm0000053,The Night Fighters,1960,"Action,Drama,Romance",6.1,312
nm0641397,The Night Fighters,1960,"Action,Drama,Romance",6.1,312
nm0000078,North to Alaska,1960,"Comedy,Romance,Western",6.9,7752
nm0000052,La Notte,1961,Drama,8.0,21044
nm0000069,Ocean's Eleven,1960,"Comedy,Crime,Music",6.5,23158
nm0000989,"Once More, with Feeling!",1960,"Comedy,Drama,Romance",6.1,509
nm0641397,One Foot in Hell,1960,Western,6.2,544
nm0724732,Our Man in Havana,1959,"Comedy,Crime,Drama",7.2,5513
nm0000027,Our Man in Havana,1959,"Comedy,Crime,Drama",7.2,5513
nm0412322,Our Man in Havana,1959,"Comedy,Crime,Drama",7.2,5513
nm0000308,Pay or Die!,1960,"Biography,Crime,Drama",6.9,546
nm0197314,Pepe,1960,"Comedy,Musical",5.4,1040
nm0429250,Pepe,1960,"Comedy,Musical",5.4,1040
nm0000366,Wild Roots of Love,1960,,5.5,50
nm0001120,Le pillole di Ercole,1960,Comedy,6.2,25
nm0001682,Platinum High School,1960,Drama,5.5,122
nm0000013,Please Don't Eat the Daisies,1960,"Comedy,Family,Romance",6.4,4559
nm0000057,Please Don't Eat the Daisies,1960,"Comedy,Family,Romance",6.4,4559
nm0001981,Please Don't Eat the Daisies,1960,"Comedy,Family,Romance",6.4,4559
nm0364915,The Poacher's Daughter,1958,Comedy,5.0,45
nm0943837,Pollyanna,1960,"Comedy,Drama,Family",7.4,10336
nm0001500,Pollyanna,1960,"Comedy,Drama,Family",7.4,10336
nm0001805,Portrait in Black,1960,"Crime,Drama,Mystery",6.3,1567
nm0000063,Portrait in Black,1960,"Crime,Drama,Mystery",6.3,1567
nm0580479,Never on Sunday,1960,"Comedy,Drama,Romance",7.3,5762
nm0002131,Power Among Men,1959,Documentary,,
nm0000578,Psycho,1960,"Horror,Mystery,Thriller",8.5,658197
nm0001463,Psycho,1960,"Horror,Mystery,Thriller",8.5,658197
nm0001666,The Rat Race,1960,"Comedy,Drama,Romance",6.7,1246
nm0642988,The Rat Race,1960,"Comedy,Drama,Romance",6.7,1246
nm0575552,The Rat Race,1960,"Comedy,Drama,Romance",6.7,1246
nm0728938,Recourse in Grace,1960,Drama,6.1,71
nm0536167,The Passionate Thief,1960,"Comedy,Drama",7.3,806
nm0000846,The Risk,1960,"Crime,Drama,Thriller",6.1,245
nm0001215,Saturday Night and Sunday Morning,1960,"Drama,Romance",7.5,8502
nm0001186,Holiday in Spain,1960,"Adventure,Crime,Mystery",5.6,371
nm0510134,Holiday in Spain,1960,"Adventure,Crime,Mystery",5.6,371
nm0000393,The Secret of the Purple Reef,1960,"Crime,Drama",4.4,124
nm0833865,September Storm,1960,Drama,4.9,207
nm0000992,Sergeant Rutledge,1960,"Crime,Western",7.4,4654
nm0001768,Seven Thieves,1960,"Crime,Drama",6.5,1435
nm0001839,Sex Kittens Go to College,1960,Comedy,3.8,617
nm0002145,Sons and Lovers,1960,Drama,7.1,1593
nm0001777,Sons and Lovers,1960,Drama,7.1,1593
nm0384908,Sons and Lovers,1960,Drama,7.1,1593
nm0881829,Sons and Lovers,1960,Drama,7.1,1593
nm0001336,Under Ten Flags,1960,"Drama,War",6.5,502
nm0001452,Under Ten Flags,1960,"Drama,War",6.5,502
nm0000059,Spartacus,1960,"Adventure,Biography,Drama",7.9,133956
nm0001739,Spartacus,1960,"Adventure,Biography,Drama",7.9,133956
nm0001452,Spartacus,1960,"Adventure,Biography,Drama",7.9,133956
nm0926183,The Story of Ruth,1960,"Drama,History,Romance",6.6,1210
nm0939931,The Story of Ruth,1960,"Drama,History,Romance",6.6,1210
nm0001989,The Subterraneans,1960,Drama,5.0,320
nm0000039,The Sundowners,1960,Drama,7.1,4327
nm0000053,The Sundowners,1960,Drama,7.1,4327
nm0001811,The Sundowners,1960,Drama,7.1,4327
nm0424318,The Sundowners,1960,Drama,7.1,4327
nm0000897,Sunrise at Campobello,1960,"Biography,Drama",6.9,1308
nm0002093,Sunrise at Campobello,1960,"Biography,Drama",6.9,1308
nm0002025,Sunrise at Campobello,1960,"Biography,Drama",6.9,1308
nm0353405,Sunrise at Campobello,1960,"Biography,Drama",6.9,1308
nm0000989,Surprise Package,1960,Comedy,5.7,320
nm0000578,Tall Story,1960,"Comedy,Sport",5.9,1058
nm0000404,Tall Story,1960,"Comedy,Sport",5.9,1058
nm0000989,Testament of Orpheus,1960,"Biography,Fantasy",7.2,3348
nm0639529,The 3rd Voice,1960,"Crime,Drama,Thriller",6.9,189
nm0001549,This Rebel Breed,1960,Drama,5.8,168
nm0001588,Night Train to Milan,1962,Thriller,6.5,46
nm0002075,The Trials of Oscar Wilde,1960,"Biography,Drama,History",7.1,957
nm0000027,Tunes of Glory,1960,Drama,7.5,4140
nm0948772,Tunes of Glory,1960,Drama,7.5,4140
nm0000842,Everybody Go Home!,1960,"Comedy,Drama,War",7.7,1267
nm0000634,Two Way Stretch,1960,"Comedy,Crime",6.8,2314
nm0000044,The Unforgiven,1960,"Drama,Romance,Western",6.6,8391
nm0000030,The Unforgiven,1960,"Drama,Romance,Western",6.6,8391
nm0002024,Goliath and the Dragon,1960,"Action,Adventure,Fantasy",5.3,525
nm0001120,Il vigile,1960,Comedy,7.3,1419
nm0000493,The Wackiest Ship in the Army,1960,"Comedy,Drama,War",6.3,2097
nm0912001,Wake Me When It's Over,1960,Comedy,6.4,390
nm0001463,Who Was That Lady?,1960,"Comedy,Romance",6.6,1514
nm0926235,Who Was That Lady?,1960,"Comedy,Romance",6.6,1514
nm0000197,The Wild Ride,1960,"Crime,Drama",4.4,772
nm0001050,Wild River,1960,"Drama,History,Romance",7.5,5502
nm0001665,Wild River,1960,"Drama,History,Romance",7.5,5502
nm0886888,Wild River,1960,"Drama,History,Romance",7.5,5502
nm0000034,The World of Suzie Wong,1960,"Drama,Romance",6.9,2449
nm0647970,The Absent Minded Professor,1961,"Comedy,Family,Sci-Fi",6.7,8374
nm0001333,Ada,1961,"Drama,Romance",6.6,1036
nm0086198,All Night Long,1962,"Drama,Music",7.0,1306
nm0000511,All in a Night's Work,1961,"Comedy,Romance",6.1,866
nm0731772,All in a Night's Work,1961,"Comedy,Romance",6.1,866
nm0564790,Angel Baby,1961,Drama,6.2,345
nm0000951,Angel Baby,1961,Drama,6.2,345
nm0000052,The Assassin,1961,"Crime,Thriller",7.0,1243
nm0197982,Atlantis: The Lost Continent,1961,"Adventure,Sci-Fi",5.5,1851
nm0943956,Babes in Toyland,1961,"Comedy,Family,Fantasy",6.1,4220
nm0001839,Bachelor Flat,1961,Comedy,5.8,456
nm0002141,Bachelor Flat,1961,Comedy,5.8,456
nm0001805,Bachelor in Paradise,1961,"Comedy,Romance",6.3,1640
nm0001333,Back Street,1961,Drama,6.6,1171
nm0000057,The Best of Enemies,1961,"Adventure,Comedy,War",6.7,687
nm0731772,The Big Show,1961,Drama,5.4,158
nm0001450,Blue Hawaii,1961,"Comedy,Musical",6.1,6340
nm0605923,The Boys,1962,"Crime,Drama",7.2,580
nm0000030,Breakfast at Tiffany's,1961,"Comedy,Drama,Romance",7.6,178494
nm0623658,Breakfast at Tiffany's,1961,"Comedy,Drama,Romance",7.6,178494
nm0004647,Bridge to the Sun,1961,"Drama,Romance,War",7.2,767
nm0000308,I briganti italiani,1961,"Drama,War",5.9,61
nm0432827,I briganti italiani,1961,"Drama,War",5.9,61
nm0001805,By Love Possessed,1961,Drama,5.5,580
nm0001673,By Love Possessed,1961,Drama,5.5,580
nm0000030,The Children's Hour,1961,"Drama,Romance",7.8,16484
nm0000511,The Children's Hour,1961,"Drama,Romance",7.8,16484
nm0001258,The Children's Hour,1961,"Drama,Romance",7.8,16484
nm0394244,The Children's Hour,1961,"Drama,Romance",7.8,16484
nm0000047,Two Women,1960,"Drama,War",7.8,11018
nm0447913,Claudelle Inglish,1961,Drama,6.0,330
nm0000078,The Comancheros,1961,Western,6.8,9175
nm0926183,The Comancheros,1961,Western,6.8,9175
nm0001369,Come September,1961,"Comedy,Romance",6.9,3586
nm0201239,Come September,1961,"Comedy,Romance",6.9,3586
nm0000080,David and Goliath,1960,"Action,Drama,Family",4.7,742
nm0932629,The Deadly Companions,1961,"Adventure,Western",6.1,2458
nm0000075,The Devil at 4 O'Clock,1961,"Adventure,Drama,Thriller",6.3,2320
nm0000069,The Devil at 4 O'Clock,1961,"Adventure,Drama,Thriller",6.3,2320
nm0001120,The Two Marshals,1961,"Comedy,Drama,War",7.2,563
nm0000964,Midnight Folly,1961,Drama,7.1,11
nm0000032,El Cid,1961,"Biography,Drama,History",7.2,14399
nm0000047,El Cid,1961,"Biography,Drama,History",7.2,14399
nm0002046,The Errand Boy,1961,"Comedy,Family",6.4,1971
nm0001682,Everything's Ducky,1961,"Comedy,Fantasy",4.4,136
nm0178114,Everything's Ducky,1961,"Comedy,Fantasy",4.4,136
nm0000638,The Explosive Generation,1961,Drama,6.3,391
nm0566478,The Explosive Generation,1961,Drama,6.3,391
nm0001989,Fanny,1961,"Drama,Romance",6.8,2285
nm0002001,Fanny,1961,"Drama,Romance",6.8,2285
nm0000964,Fanny,1961,"Drama,Romance",6.8,2285
nm0000052,Ghosts of Rome,1961,"Comedy,Fantasy",6.8,587
nm0000747,A Fever in the Blood,1961,Drama,6.4,231
nm0926183,The Fiercest Heart,1961,Adventure,6.8,72
nm0557339,The Fiercest Heart,1961,Adventure,6.8,72
nm0000964,The Four Horsemen of the Apocalypse,1962,"Drama,War",6.5,2172
nm0002011,The Four Horsemen of the Apocalypse,1962,"Drama,War",6.5,2172
nm0926183,Francis of Assisi,1961,"Biography,Drama,History",6.3,1002
nm0445523,Francis of Assisi,1961,"Biography,Drama,History",6.3,1002
nm0000125,The Frightened City,1961,"Crime,Drama",6.3,893
nm0162283,Stop Me Before I Kill!,1960,"Drama,Horror,Mystery",6.0,847
nm0474801,Gunga Jumna,1961,"Action,Adventure,Drama",7.3,608
nm0002046,Girl in Room 13,1960,"Crime,Drama",5.5,81
nm0290047,Go Naked in the World,1961,Drama,5.4,377
nm0000308,Go Naked in the World,1961,Drama,5.4,377
nm0000578,Goodbye Again,1961,"Drama,Romance",7.0,2806
nm0003225,The Green Helmet,1961,Drama,5.4,177
nm0187981,Greyfriars Bobby: The True Story of a Dog,1961,"Drama,Family",7.2,1604
nm0001647,Battle of the Worlds,1961,"Horror,Sci-Fi",4.2,843
nm0000057,The Guns of Navarone,1961,"Action,Adventure,Drama",7.5,50851
nm0000060,The Guns of Navarone,1961,"Action,Adventure,Drama",7.5,50851
nm0000063,The Guns of Navarone,1961,"Action,Adventure,Drama",7.5,50851
nm0703033,The Guns of Navarone,1961,"Action,Adventure,Drama",7.5,50851
nm0000056,The Hustler,1961,"Drama,Sport",8.0,81527
nm0001276,The Hustler,1961,"Drama,Sport",8.0,81527
nm0001453,The Hustler,1961,"Drama,Sport",8.0,81527
nm0001715,The Hustler,1961,"Drama,Sport",8.0,81527
nm0000733,Unexpected,1961,"Crime,Drama",6.4,74
nm0000039,The Innocents,1961,Horror,7.8,30154
nm0714878,The Innocents,1961,Horror,7.8,30154
nm0000638,The Intruder,1962,Drama,7.6,3363
nm0000904,Johnny Nobody,1961,Drama,6.7,126
nm0000075,Judgment at Nuremberg,1961,"Drama,War",8.3,76835
nm0000044,Judgment at Nuremberg,1961,"Drama,War",8.3,76835
nm0001847,Judgment at Nuremberg,1961,"Drama,War",8.3,76835
nm0000017,Judgment at Nuremberg,1961,"Drama,War",8.3,76835
nm0921459,Jules and Jim,1962,"Drama,Romance",7.7,41246
nm0001369,The Last Sunset,1961,"Drama,Romance,Western",6.7,3246
nm0540416,The Last Sunset,1961,"Drama,Romance,Western",6.7,3246
nm0000053,The Last Time I Saw Archie,1961,"Comedy,Romance,War",5.8,417
nm0405054,The Last Time I Saw Archie,1961,"Comedy,Romance,War",5.8,417
nm0728938,"Léon Morin, Priest",1961,"Drama,Romance,War",7.5,5088
nm0932629,The Little Shepherd of Kingdom Come,1961,"Drama,History,Romance",6.4,110
nm0000733,Lola,1961,"Drama,Romance",7.5,6621
nm0948772,Loss of Innocence,1961,"Comedy,Drama,Romance",6.8,554
nm0001369,Lover Come Back,1961,"Comedy,Drama,Romance",7.2,7941
nm0000013,Lover Come Back,1961,"Comedy,Drama,Romance",7.2,7941
nm0751426,A Majority of One,1961,"Comedy,Drama,Family",6.8,1092
nm0000027,A Majority of One,1961,"Comedy,Drama,Family",6.8,1092
nm0926183,The Mark,1961,Drama,7.2,893
nm0001768,The Mark,1961,Drama,7.2,893
nm0001120,The Wonders of Aladdin,1961,Fantasy,5.5,388
nm0000022,The Misfits,1961,"Drama,Romance,Western",7.2,20693
nm0001050,The Misfits,1961,"Drama,Romance,Western",7.2,20693
nm0728812,The Misfits,1961,"Drama,Romance,Western",7.2,20693
nm0640023,Misty,1961,"Drama,Family",6.5,329
nm0001588,The Mongols,1961,"Action,Adventure,Drama",5.3,323
nm0668093,Death of a Bandit,1961,Drama,6.6,11
nm0393028,Mr. Sardonicus,1961,"Drama,Horror,Mystery",6.6,2951
nm0000634,I Like Money,1961,"Comedy,Drama",6.1,451
nm0751983,Murder She Said,1961,"Comedy,Crime,Drama",7.3,7660
nm0447913,Murder She Said,1961,"Comedy,Crime,Drama",7.3,7660
nm0000011,The Naked Edge,1961,"Crime,Mystery,Thriller",6.6,1285
nm0000039,The Naked Edge,1961,"Crime,Mystery,Thriller",6.6,1285
nm0162283,The Naked Edge,1961,"Crime,Mystery,Thriller",6.6,1285
nm0002022,Queen of the Nile,1961,"Drama,History",5.2,421
nm0000454,Night Tide,1961,"Drama,Horror,Romance",6.4,3355
nm0002075,No Love for Johnnie,1961,Drama,6.9,611
nm0391361,No Love for Johnnie,1961,Drama,6.9,611
nm0714878,"No, My Darling Daughter",1961,Comedy,5.9,242
nm0001768,The World in My Pocket,1961,"Crime,Drama,Thriller",6.3,95
nm0751983,On the Double,1961,"Adventure,Comedy,War",6.4,782
nm0000010,"One, Two, Three",1961,Comedy,7.9,21201
nm0000008,One-Eyed Jacks,1961,"Drama,Western",7.1,11561
nm0001500,One-Eyed Jacks,1961,"Drama,Western",7.1,11561
nm0432827,One-Eyed Jacks,1961,"Drama,Western",7.1,11561
nm0000125,Operation Snafu,1961,"Comedy,War",5.7,496
nm0000056,Paris Blues,1961,"Drama,Music,Romance",6.7,3358
nm0940946,Paris Blues,1961,"Drama,Music,Romance",6.7,3358
nm0001627,Paris Blues,1961,"Drama,Music,Romance",6.7,3358
nm0001055,Parrish,1961,Drama,6.5,1105
nm0001500,Parrish,1961,Drama,6.5,1105
nm0000001,The Pleasure of His Company,1961,Comedy,6.7,740
nm0001666,The Pleasure of His Company,1961,Comedy,6.7,740
nm0000012,Pocketful of Miracles,1961,"Comedy,Drama",7.1,7100
nm0486136,Pocketful of Miracles,1961,"Comedy,Drama",7.1,7100
nm0640023,Pocketful of Miracles,1961,"Comedy,Drama",7.1,7100
nm0001682,The Private Lives of Adam and Eve,1960,"Comedy,Fantasy",4.3,151
nm0557292,The Queen's Guards,1961,Drama,5.9,169
nm0557339,The Queen's Guards,1961,Drama,5.9,169
nm0001627,A Raisin in the Sun,1961,Drama,8.0,8600
nm0002039,A Raisin in the Sun,1961,Drama,8.0,8600
nm0000308,Il re di Poggioreale,1961,"Comedy,Crime,Drama",7.4,49
nm0001336,The Wastrel,1961,Drama,7.4,68
nm0662223,Return to Peyton Place,1961,Drama,5.8,903
nm0000802,Return to Peyton Place,1961,Drama,5.8,903
nm0405054,The Right Approach,1961,"Drama,Music",5.4,116
nm0000046,The Roman Spring of Mrs. Stone,1961,"Drama,Romance",6.4,2707
nm0000886,The Roman Spring of Mrs. Stone,1961,"Drama,Romance",6.4,2707
nm0001811,Romanoff and Juliet,1961,Comedy,6.3,493
nm0848667,Romanoff and Juliet,1961,Comedy,6.3,493
nm0001665,Sanctuary,1961,Drama,6.1,328
nm0001666,The Second Time Around,1961,"Comedy,Romance,Western",6.5,619
nm0001847,The Secret Ways,1961,"Adventure,History,Mystery",6.1,377
nm0290047,Careless,1962,"Drama,Romance",7.1,263
nm0086198,Careless,1962,"Drama,Romance",7.1,263
nm0002075,The Sins of Rachel Cade,1961,"Drama,Romance",5.8,488
nm0004647,Something Wild,1961,Drama,6.7,1569
nm0242972,Something Wild,1961,Drama,6.7,1569
nm0000081,Splendor in the Grass,1961,"Drama,Romance",7.7,20957
nm0000886,Splendor in the Grass,1961,"Drama,Romance",7.7,20957
nm0002024,Square of Violence,1961,"Drama,War",7.3,38
nm0181305,Square of Violence,1961,"Drama,War",7.3,38
nm0002131,Summer and Smoke,1961,"Drama,Romance",6.9,1886
nm0656183,Summer and Smoke,1961,"Drama,Romance",6.9,1886
nm0001549,Summer and Smoke,1961,"Drama,Romance",6.9,1886
nm0580916,Summer and Smoke,1961,"Drama,Romance",6.9,1886
nm0001884,Through a Glass Darkly,1961,Drama,8.0,25240
nm0640023,A Thunder of Drums,1961,Western,5.9,834
nm0000904,The Phony American,1961,"Comedy,Drama",6.2,24
nm0201239,Too Late Blues,1961,"Drama,Music",6.9,1331
nm0002022,Twenty Plus Two,1961,"Crime,Mystery,Thriller",6.2,430
nm0000734,The Two Little Bears,1961,"Comedy,Fantasy",6.1,76
nm0000511,Two Loves,1961,Drama,5.0,324
nm0002131,Two Loves,1961,Drama,5.0,324
nm0001847,Two Rode Together,1961,Western,6.7,6209
nm0429250,Two Rode Together,1961,Western,6.7,6209
nm0001995,Two and Two Make Six,1962,"Comedy,Romance",6.2,77
nm0731772,Underworld U.S.A.,1961,"Crime,Drama,Thriller",7.3,3474
nm0000052,A Very Private Affair,1962,Drama,5.6,1075
nm0682074,Voyage to the Bottom of the Sea,1961,"Action,Adventure,Sci-Fi",6.0,6093
nm0000021,Voyage to the Bottom of the Sea,1961,"Action,Adventure,Sci-Fi",6.0,6093
nm0000081,West Side Story,1961,"Crime,Drama,Musical",7.6,113270
nm0001995,West Side Story,1961,"Crime,Drama,Musical",7.6,113270
nm0848560,West Side Story,1961,"Crime,Drama,Musical",7.6,113270
nm0486136,Wild in the Country,1961,"Drama,Musical",6.3,1761
nm0001839,Wild in the Country,1961,"Drama,Musical",6.3,1761
nm0605923,Wonderful to Be Young!,1961,"Comedy,Musical",5.8,679
nm0545298,The Young Doctors,1961,Drama,6.8,554
nm0000044,The Young Savages,1961,"Action,Crime,Drama",6.9,2589
nm0000090,...und deine Liebe auch,1962,"Drama,Romance",6.4,40
nm0001768,13 West Street,1962,"Crime,Drama",6.3,644
nm0724732,The 300 Spartans,1962,"Adventure,Drama,History",6.5,7191
nm0867144,Advise & Consent,1962,"Drama,Thriller",7.7,7094
nm0000817,Advise & Consent,1962,"Drama,Thriller",7.7,7094
nm0000020,Advise & Consent,1962,"Drama,Thriller",7.7,7094
nm0682074,Advise & Consent,1962,"Drama,Thriller",7.7,7094
nm0001693,All Fall Down,1962,Drama,6.8,2138
nm0000886,All Fall Down,1962,Drama,6.8,2138
nm0001500,All Fall Down,1962,Drama,6.8,2138
