tconst,averageRating,numVotes
tt0040565,5.3,112
tt0040566,6.7,356
tt0040594,6.6,1008
tt0040597,6.8,1028
tt0040599,6.8,314
tt0040602,7.0,152
tt0040605,6.6,279
tt0040607,7.1,2634
tt0040613,7.2,11542
tt0040614,6.4,1214
tt0040626,5.7,1044
tt0040628,6.6,110
tt0040629,5.6,50
tt0040636,7.6,13682
tt0040637,6.2,58
tt0040651,6.2,352
tt0040654,5.5,147
tt0040662,7.8,12501
tt0040664,5.7,718
tt0040668,5.7,271
tt0040669,6.6,1333
tt0040694,6.9,5040
tt0040705,7.6,6906
tt0040719,6.5,658
tt0040720,6.9,2388
tt0040723,7.2,4717
tt0040724,7.8,31104
tt0040726,6.4,338
tt0040730,6.1,210
tt0040740,7.2,2730
tt0040746,7.9,141762
tt0040751,6.8,1239
tt0040754,6.8,115
tt0040758,6.6,470
tt0040759,6.7,232
tt0040762,6.0,357
tt0040764,6.5,64
tt0040765,7.8,4377
tt0040766,6.7,4997
tt0040785,6.3,661
tt0040786,6.5,25
tt0040789,6.5,1321
tt0040795,7.5,2419
tt0040798,6.8,1791
tt0040804,6.2,184
tt0040806,7.6,7675
tt0040808,6.0,280
tt0040809,6.9,717
tt0040815,6.0,53
tt0040823,7.3,11275
tt0040825,6.6,521
tt0040834,7.2,3852
tt0040835,6.6,1292
tt0040843,7.1,3024
tt0040845,6.6,32
tt0040848,5.7,594
tt0040849,6.4,414
tt0040855,5.8,133
tt0040861,6.5,389
tt0040865,6.6,721
tt0040868,5.9,371
tt0040870,6.5,889
tt0040874,5.7,113
tt0040876,7.1,6251
tt0040884,6.2,1242
tt0040895,6.4,62
tt0040896,6.4,294
tt0040897,8.2,123823
tt0040910,5.7,354
tt0040919,7.5,5265
tt0040934,6.8,1164
tt0040946,6.5,2682
tt0040949,6.9,356
tt0040951,5.7,37
tt0040962,5.9,172
tt0040963,6.4,471
tt0040965,6.7,1272
tt0040970,7.6,1551
tt0040971,6.3,1412
tt0040974,6.6,1561
tt0040976,6.4,1285
tt0040978,7.4,5079
tt0040982,6.7,830
tt0040983,6.1,299
tt0041084,6.6,474
tt0041088,7.5,5147
tt0041089,6.2,559
tt0041090,7.5,21273
tt0041094,6.9,15624
tt0041102,5.9,97
tt0041107,7.1,1076
tt0041113,7.4,15058
tt0041123,6.6,557
tt0041125,6.3,151
tt0041127,6.8,974
tt0041134,6.0,419
tt0041144,6.6,361
tt0041147,6.0,127
tt0041158,7.0,3185
tt0041172,6.9,2537
tt0041173,5.6,19
tt0041176,6.1,196
tt0041178,6.9,4879
tt0041179,5.6,538
tt0041181,6.4,845
tt0041182,6.4,1241
tt0041190,6.5,577
tt0041199,6.1,309
tt0041207,6.6,1976
tt0041208,6.3,125
tt0041209,5.5,150
tt0041210,6.5,190
tt0041218,5.8,285
tt0041223,5.9,790
tt0041238,6.2,613
tt0041239,7.4,4271
tt0041243,6.4,338
tt0041247,6.0,519
tt0041251,6.4,396
tt0041253,7.2,2776
tt0041255,6.7,215
tt0041257,7.2,1389
tt0041259,6.5,2438
tt0041263,6.6,1026
tt0041267,6.3,220
tt0041268,7.4,8597
tt0041277,5.4,200
tt0041285,6.0,194
tt0041293,6.5,86
tt0041300,6.9,459
tt0041302,6.9,163
tt0041313,7.3,972
tt0041314,5.6,115
tt0041325,6.0,67
tt0041327,6.9,2262
tt0041329,6.5,1323
tt0041335,7.0,62
tt0041341,6.6,298
tt0041346,6.6,659
tt0041359,6.4,13
tt0041361,6.4,3287
tt0041368,6.9,2415
tt0041373,7.0,2886
tt0041374,6.5,615
tt0041381,6.7,120
tt0041386,7.0,10190
tt0041389,6.2,71
tt0041400,6.2,282
tt0041428,6.5,743
tt0041429,6.5,489
tt0041430,6.6,1320
tt0041431,6.4,557
tt0041437,5.9,198
tt0041445,7.3,1385
tt0041452,8.1,15802
tt0041473,7.1,5871
tt0041479,6.4,111
tt0041487,7.3,3615
tt0041495,6.0,1146
tt0041498,7.0,8531
tt0041503,7.0,3958
tt0041507,7.1,3873
tt0041509,6.7,3314
tt0041511,6.8,518
tt0041514,6.9,1689
tt0041523,5.6,870
tt0041527,6.4,630
tt0041528,7.2,93
tt0041529,6.6,568
tt0041530,6.6,663
tt0041531,6.8,341
tt0041545,5.5,117
tt0041546,8.0,37223
tt0041549,5.8,475
tt0041550,6.0,539
tt0041555,6.6,3648
tt0041572,6.6,862
tt0041573,5.9,426
tt0041579,7.1,231
tt0041587,7.7,9800
tt0041590,6.8,259
tt0041607,6.3,119
tt0041610,6.8,1444
tt0041613,6.7,1319
tt0041615,7.0,2644
tt0041622,6.5,1355
tt0041628,5.8,894
tt0041635,7.2,382
tt0041650,7.0,5278
tt0041652,6.6,862
tt0041659,6.3,413
tt0041662,6.8,764
tt0041663,6.6,870
tt0041671,6.6,1433
tt0041672,6.9,1085
tt0041694,7.3,2520
tt0041716,7.3,17505
tt0041724,5.2,455
tt0041735,7.2,2654
tt0041737,7.1,4786
tt0041744,6.0,231
tt0041746,7.2,3147
tt0041761,6.0,933
tt0041763,6.6,150
tt0041767,6.9,1734
tt0041768,5.4,33
tt0041769,7.6,38
tt0041776,7.2,1869
tt0041777,6.0,103
tt0041786,7.1,5015
tt0041787,6.2,277
tt0041788,6.4,625
tt0041790,6.3,1061
tt0041792,6.3,1074
tt0041795,6.0,275
tt0041814,5.4,35
tt0041822,6.7,1542
tt0041824,5.7,284
tt0041827,6.6,658
tt0041831,6.4,656
tt0041832,6.0,172
tt0041838,6.8,7984
tt0041841,7.0,10510
tt0041855,7.5,3008
tt0041861,6.7,37
tt0041866,7.2,17721
tt0041871,6.5,1688
tt0041883,6.4,474
tt0041885,6.3,327
tt0041890,6.8,1485
tt0041899,6.6,105
tt0041902,6.9,735
tt0041904,5.7,124
tt0041907,6.0,503
tt0041923,6.1,800
tt0041926,6.7,521
tt0041928,7.1,3078
tt0041929,6.6,721
tt0041931,7.2,7064
tt0041939,6.0,69
tt0041940,6.6,259
tt0041944,6.7,3712
tt0041945,6.4,446
tt0041948,6.6,1034
tt0041949,6.4,404
tt0041955,6.6,1362
tt0041956,6.5,585
tt0041958,7.5,6066
tt0041959,8.1,170257
tt0041967,6.3,2106
tt0041968,7.3,4776
tt0041969,6.0,256
tt0041971,5.5,203
tt0041994,6.2,1216
tt0041996,7.7,14719
tt0042004,6.2,7286
tt0042005,6.6,338
tt0042006,6.6,1189
tt0042030,6.8,305
tt0042035,6.6,1221
tt0042039,6.7,4269
tt0042041,8.1,32749
tt0042046,7.4,4145
tt0042049,6.1,363
tt0042053,6.0,1679
tt0042057,7.2,88
tt0042060,6.0,179
tt0042176,6.8,1718
tt0042182,5.8,361
tt0042192,8.2,130240
tt0042200,6.9,4881
tt0042202,5.1,33
tt0042207,7.1,60
tt0042208,7.8,26963
tt0042219,6.5,1388
tt0042229,7.0,2188
tt0042230,6.0,233
tt0042242,6.6,730
tt0042249,6.5,1572
tt0042255,5.9,143
tt0042256,6.2,2170
tt0042274,6.1,1401
tt0042275,6.7,2383
tt0042276,7.5,11313
tt0042278,5.7,42
tt0042279,6.7,889
tt0042281,7.5,3455
tt0042285,6.6,1329
tt0042286,7.2,8714
tt0042287,6.1,597
tt0042295,6.4,451
tt0042296,7.6,3945
tt0042298,5.5,231
tt0042313,5.9,543
tt0042314,6.1,124
tt0042324,6.0,1361
tt0042325,7.4,1129
tt0042327,7.0,5271
tt0042333,6.9,871
tt0042342,5.8,18
tt0042343,6.8,1162
tt0042344,6.2,688
tt0042352,6.7,1700
tt0042363,7.5,31
tt0042367,7.4,4128
tt0042369,7.2,11902
tt0042372,6.2,1350
tt0042376,7.2,2971
tt0042379,6.7,2428
tt0042387,6.2,195
tt0042389,5.4,268
tt0042395,7.2,1619
tt0042426,6.0,319
tt0042432,6.1,561
tt0042433,6.0,99
tt0042451,7.1,11403
tt0042452,4.6,30
tt0042463,5.8,341
tt0042464,6.8,3874
tt0042465,6.0,77
tt0042472,6.4,448
tt0042482,6.3,492
tt0042483,6.3,74
tt0042488,6.6,877
tt0042490,7.3,3393
tt0042496,6.2,466
tt0042509,7.1,1153
tt0042511,5.8,36
tt0042513,6.9,1326
tt0042522,7.0,640
tt0042524,6.5,1236
tt0042530,7.6,13311
tt0042531,7.7,11098
tt0042534,6.6,395
tt0042539,6.6,2742
tt0042541,7.2,1720
tt0042542,6.8,724
tt0042544,7.3,2024
tt0042546,7.9,55521
tt0042548,5.1,149
tt0042552,5.3,254
tt0042582,6.4,647
tt0042588,6.1,267
tt0042593,7.9,31341
tt0042609,6.3,1297
tt0042610,6.7,1059
tt0042617,5.4,35
tt0042622,6.4,445
tt0042628,5.7,63
tt0042629,6.1,1206
tt0042634,6.4,797
tt0042641,6.4,597
tt0042643,6.4,1596
tt0042644,6.5,2044
tt0042646,6.8,6245
tt0042648,7.1,2097
tt0042665,7.4,1818
tt0042666,5.2,155
tt0042674,6.1,527
tt0042677,6.2,1157
tt0042687,6.7,473
tt0042697,6.7,808
tt0042702,6.8,603
tt0042707,6.8,2380
tt0042727,7.1,4688
tt0042733,6.6,240
tt0042735,6.4,814
tt0042742,7.0,1620
tt0042749,5.8,110
tt0042753,6.0,243
tt0042755,6.8,492
tt0042757,7.0,860
tt0042767,6.2,522
tt0042771,7.2,3117
tt0042779,6.5,550
tt0042782,6.3,943
tt0042784,5.6,653
tt0042786,6.3,861
tt0042788,7.9,13833
tt0042790,6.7,452
tt0042792,7.4,5572
tt0042809,6.6,490
tt0042815,5.0,54
tt0042819,6.7,617
tt0042821,5.8,20
tt0042830,6.3,225
tt0042832,7.2,8005
tt0042837,6.5,99
tt0042841,6.0,485
tt0042844,6.1,272
tt0042848,5.7,563
tt0042858,6.5,367
tt0042869,6.6,2391
tt0042881,6.2,326
tt0042882,5.3,20
tt0042883,6.2,375
tt0042893,6.2,539
tt0042894,6.1,454
tt0042895,7.0,16156
tt0042903,5.6,22
tt0042906,7.5,5438
tt0042917,6.3,121
tt0042935,6.7,918
tt0042947,6.8,912
tt0042951,6.2,99
tt0042952,6.7,1255
tt0042953,7.1,358
tt0042957,6.7,225
tt0042963,6.5,921
tt0042970,6.2,376
tt0042974,5.5,222
tt0042980,7.2,1917
tt0042994,7.0,14424
tt0042998,7.4,2163
tt0042999,6.2,78
tt0043012,7.1,4322
tt0043013,5.6,488
tt0043014,8.4,219019
tt0043017,6.3,99
tt0043030,6.5,1974
tt0043041,7.3,1891
tt0043043,5.6,265
tt0043044,6.9,1840
tt0043045,7.0,546
tt0043046,6.1,671
tt0043052,6.2,916
tt0043053,6.0,689
tt0043079,6.8,944
tt0043081,6.8,897
tt0043086,6.7,160
tt0043087,6.6,83
tt0043090,6.8,2505
tt0043117,7.1,4909
tt0043118,6.5,949
tt0043123,6.2,1343
tt0043129,6.5,756
tt0043131,6.7,2950
tt0043132,7.6,8980
tt0043134,6.0,892
tt0043137,7.6,19835
tt0043141,6.6,436
tt0043146,6.0,31
tt0043147,6.9,1508
tt0043153,7.2,3472
tt0043154,6.3,175
tt0043251,6.3,484
tt0043260,6.1,88
tt0043262,6.1,2078
tt0043264,5.6,362
tt0043265,7.7,78311
tt0043274,7.4,140146
tt0043276,6.8,1965
tt0043278,7.2,33730
tt0043286,7.1,2528
tt0043292,6.6,1304
tt0043293,6.2,332
tt0043299,6.5,1273
tt0043302,6.7,77
tt0043317,5.6,141
tt0043319,6.2,125
tt0043327,5.5,714
tt0043330,6.0,185
tt0043332,7.7,4606
tt0043335,6.0,599
tt0043338,8.1,35655
tt0043340,6.3,986
tt0043343,6.1,470
tt0043350,7.3,411
tt0043359,6.2,179
tt0043361,7.3,859
tt0043362,8.1,4933
tt0043363,6.8,580
tt0043370,5.7,236
tt0043371,6.6,716
tt0043372,6.1,420
tt0043379,7.3,6698
tt0043386,7.6,5563
tt0043389,6.5,681
tt0043390,6.4,2289
tt0043403,5.7,51
tt0043409,6.4,650
tt0043417,6.5,472
tt0043418,6.6,649
tt0043424,6.9,484
tt0043436,7.0,857
tt0043444,6.9,93
tt0043454,6.3,273
tt0043455,6.1,2376
tt0043456,7.8,81463
tt0043458,7.2,1045
tt0043459,7.2,2710
tt0043461,6.9,6196
tt0043465,7.5,8462
tt0043469,6.4,2079
tt0043476,5.9,1120
tt0043499,6.4,169
tt0043503,7.3,5046
tt0043511,7.4,4151
tt0043514,6.1,354
tt0043521,6.3,232
tt0043523,6.2,461
tt0043526,6.5,3827
tt0043531,6.2,114
tt0043537,6.5,188
tt0043542,5.6,283
tt0043547,6.3,5050
tt0043550,6.3,396
tt0043553,6.5,585
tt0043554,6.0,411
tt0043560,7.1,2672
tt0043562,6.3,514
tt0043565,6.5,1320
tt0043582,6.0,23
tt0043593,5.4,198
tt0043594,6.3,629
tt0043595,6.0,862
tt0043599,6.5,1349
tt0043603,5.3,350
tt0043615,6.1,360
tt0043618,6.4,813
tt0043619,6.3,601
tt0043621,6.1,236
tt0043625,7.0,2472
tt0043633,6.3,1105
tt0043638,6.9,83
tt0043643,7.0,4464
tt0043651,5.0,949
tt0043658,6.2,294
tt0043660,6.9,3064
tt0043663,6.7,526
tt0043664,6.5,536
tt0043667,6.8,569
tt0043668,7.0,946
tt0043671,6.6,191
tt0043676,6.2,264
tt0043678,6.3,228
tt0043680,6.0,597
tt0043687,6.9,2102
tt0043689,5.8,33
tt0043692,6.5,115
tt0043700,6.2,135
tt0043709,7.0,953
tt0043719,5.9,363
tt0043721,5.2,383
tt0043722,6.2,79
tt0043723,6.3,98
tt0043726,6.7,311
tt0043728,6.5,467
tt0043733,7.0,1980
tt0043736,6.1,1256
tt0043743,5.8,381
tt0043744,6.5,898
tt0043751,6.1,984
tt0043752,6.2,461
tt0043762,6.7,1147
tt0043767,6.8,761
tt0043769,7.0,1300
tt0043781,6.2,1398
tt0043782,6.6,1094
tt0043787,5.9,216
tt0043790,5.4,286
tt0043792,7.4,1764
tt0043795,6.2,197
tt0043807,6.2,510
tt0043812,7.1,2202
tt0043813,7.0,732
tt0043818,6.0,219
tt0043820,7.0,485
tt0043822,5.0,493
tt0043828,6.1,940
tt0043829,5.2,299
tt0043849,5.6,176
tt0043852,6.8,440
tt0043859,7.1,3815
tt0043860,6.6,91
tt0043861,6.6,700
tt0043863,5.6,40
tt0043871,6.9,903
tt0043873,7.1,1570
tt0043874,5.8,128
tt0043877,6.2,77
tt0043881,6.0,186
tt0043882,6.3,1060
tt0043884,5.0,227
tt0043885,6.5,1509
tt0043887,6.6,3525
tt0043899,6.9,4081
tt0043901,5.5,33
tt0043910,6.9,1726
tt0043912,5.8,108
tt0043913,5.0,165
tt0043914,6.8,1376
tt0043915,7.4,6406
tt0043924,7.7,22548
tt0043930,6.4,70
tt0043935,6.4,733
tt0043938,7.2,3479
tt0043949,7.1,15145
tt0043955,6.7,3073
tt0043957,6.3,277
tt0043958,6.3,243
tt0043959,7.1,2779
tt0043962,6.1,511
tt0043967,6.9,676
tt0043983,6.7,5478
tt0043986,6.9,77
tt0043987,6.2,174
tt0043994,6.3,200
tt0043998,6.8,516
tt0043999,5.5,149
tt0044010,6.2,48
tt0044012,6.7,831
tt0044014,6.2,648
tt0044015,6.9,1127
tt0044027,6.5,401
tt0044030,6.9,4998
tt0044032,5.9,20
tt0044036,6.0,310
tt0044040,6.2,2237
tt0044045,4.6,281
tt0044051,6.4,103
tt0044059,6.0,438
tt0044061,4.9,321
tt0044067,5.7,271
tt0044075,7.2,1882
tt0044078,6.2,1065
tt0044081,7.9,107402
tt0044082,5.9,163
tt0044083,6.0,634
tt0044085,6.2,616
tt0044087,6.2,231
tt0044090,5.6,99
tt0044100,6.4,336
tt0044105,7.3,2063
tt0044108,5.8,69
tt0044110,6.1,996
tt0044112,6.4,680
tt0044119,6.1,1015
tt0044120,6.0,145
tt0044125,6.2,771
tt0044128,6.8,880
tt0044135,6.3,919
tt0044138,6.1,539
tt0044144,6.2,208
tt0044156,6.7,14
tt0044158,5.5,556
tt0044159,6.6,709
tt0044166,6.5,428
tt0044177,5.7,310
tt0044186,5.9,2208
tt0044196,6.1,476
tt0044199,6.1,256
tt0044205,7.6,3310
tt0044206,7.7,94
tt0044224,6.3,703
tt0044314,7.7,4962
tt0044318,6.7,325
tt0044320,5.7,2174
tt0044324,6.9,1268
tt0044327,5.3,151
tt0044330,5.1,167
tt0044333,6.5,2725
tt0044344,5.9,362
tt0044355,6.0,923
tt0044357,7.2,8014
tt0044364,6.8,2875
tt0044366,6.3,144
tt0044378,6.3,501
tt0044379,6.1,544
tt0044380,6.1,745
tt0044386,6.7,4071
tt0044389,4.8,113
tt0044391,7.8,14891
tt0044399,6.3,661
tt0044402,6.0,382
tt0044403,6.5,231
tt0044408,6.1,1009
tt0044410,6.6,1012
tt0044413,7.3,8775
tt0044414,7.2,267
tt0044418,5.2,2149
tt0044419,6.9,4324
tt0044420,5.7,1649
tt0044426,6.0,1525
tt0044428,6.3,134
tt0044429,7.2,1268
tt0044436,5.1,150
tt0044446,6.8,2039
tt0044449,6.0,172
tt0044452,6.0,85
tt0044453,7.2,2032
tt0044456,6.0,399
tt0044460,5.6,311
tt0044462,4.5,394
tt0044466,5.2,236
tt0044467,6.3,88
tt0044480,6.9,1919
tt0044486,7.3,2440
tt0044487,7.0,2997
tt0044488,6.4,1043
tt0044489,6.3,251
tt0044490,5.3,161
tt0044502,7.0,6412
tt0044509,7.5,4929
tt0044517,7.1,6371
tt0044527,6.6,190
tt0044533,7.2,3616
tt0044537,5.7,546
tt0044544,5.5,60
tt0044547,6.2,506
tt0044552,6.9,1220
tt0044557,6.8,6967
tt0044563,4.3,374
tt0044566,6.7,821
tt0044579,6.5,594
tt0044598,5.7,21
tt0044601,6.2,86
tt0044607,5.4,78
tt0044608,6.0,328
tt0044614,5.9,147
tt0044622,6.5,453
tt0044631,6.4,202
tt0044658,6.3,627
tt0044662,5.2,636
tt0044663,6.9,410
tt0044665,5.7,530
tt0044672,6.6,14561
tt0044683,6.7,1526
tt0044686,7.0,94
tt0044687,6.8,527
tt0044706,8.0,103652
tt0044712,5.7,41
tt0044715,5.9,173
tt0044716,7.3,1649
tt0044718,6.8,601
tt0044720,6.0,321
tt0044722,6.2,989
tt0044734,6.7,230
tt0044744,7.5,5732
tt0044749,5.8,464
tt0044750,3.4,1510
tt0044751,6.8,602
tt0044758,6.6,325
tt0044760,6.8,9288
tt0044765,5.7,376
tt0044780,7.2,29
tt0044781,6.3,370
tt0044782,6.1,370
tt0044798,6.0,68
tt0044817,6.1,42
tt0044828,6.4,846
tt0044829,7.5,14380
tt0044852,5.7,577
tt0044859,6.5,359
tt0044860,7.4,3159
tt0044862,6.7,611
tt0044863,6.6,3420
tt0044876,7.3,9885
tt0044888,7.0,1489
tt0044893,6.4,352
tt0044896,6.8,1445
tt0044900,5.7,627
tt0044903,6.5,1620
tt0044907,6.8,1054
tt0044908,6.2,320
tt0044916,6.9,14225
tt0044926,7.0,5589
tt0044936,5.2,401
tt0044937,7.1,2930
tt0044938,6.3,379
tt0044939,6.7,186
tt0044941,5.6,642
tt0044942,6.1,149
tt0044953,7.3,11327
tt0044962,5.9,498
tt0044970,6.2,452
tt0044981,7.2,2648
tt0044997,5.8,725
tt0044999,6.2,206
tt0045002,6.9,1114
tt0045003,6.3,306
tt0045005,5.9,319
tt0045012,6.9,5682
tt0045016,6.5,260
tt0045019,6.1,44
tt0045029,7.0,2625
tt0045031,5.4,32
tt0045039,6.2,1430
tt0045041,5.9,731
tt0045049,6.5,727
tt0045053,6.9,3744
tt0045056,7.1,1573
tt0045061,7.7,38583
tt0045066,6.8,257
tt0045070,6.9,4584
tt0045072,6.3,670
tt0045074,6.4,500
tt0045077,6.1,555
tt0045082,6.4,458
tt0045083,6.8,145
tt0045086,6.0,201
tt0045091,6.1,742
tt0045094,6.4,4869
tt0045102,7.1,2481
tt0045104,5.3,84
tt0045109,6.7,1601
tt0045115,6.2,134
tt0045123,6.1,629
tt0045124,7.4,2714
tt0045125,7.5,5983
tt0045126,6.2,226
tt0045135,6.6,564
tt0045138,5.8,23
tt0045152,8.3,238972
tt0045156,6.2,198
tt0045161,7.1,3357
tt0045162,6.1,5289
tt0045173,6.5,198
tt0045174,6.4,351
tt0045175,5.7,773
tt0045178,5.6,110
tt0045181,5.7,79
tt0045184,6.6,2057
tt0045186,7.0,3722
tt0045187,7.1,881
tt0045190,6.9,1094
tt0045193,6.2,289
tt0045197,6.6,1946
tt0045198,6.6,496
tt0045202,5.9,126
tt0045205,7.5,6333
tt0045216,6.2,666
tt0045230,6.7,1060
tt0045232,6.0,925
tt0045235,5.7,180
tt0045244,6.3,111
tt0045251,7.6,8672
tt0045252,5.9,25
tt0045259,5.9,467
tt0045267,6.9,1385
tt0045281,6.1,391
tt0045296,7.3,11415
tt0045312,6.5,267
tt0045316,6.5,728
tt0045317,6.4,2038
tt0045323,6.2,1308
tt0045330,5.8,195
tt0045333,6.8,1374
tt0045337,5.9,52
tt0045339,6.8,2050
tt0045343,5.9,336
tt0045345,5.7,235
tt0045347,6.0,416
tt0045471,6.5,1346
tt0045477,5.7,495
tt0045479,6.1,689
tt0045480,5.1,76
tt0045481,6.2,72
tt0045490,5.8,282
tt0045491,4.8,193
tt0045492,7.0,1975
tt0045494,6.2,984
tt0045496,6.8,37
tt0045515,5.3,277
tt0045518,5.9,1440
tt0045531,5.7,215
tt0045534,5.8,629
tt0045537,7.4,11449
tt0045544,5.9,1574
tt0045546,6.6,7921
tt0045547,6.1,375
tt0045551,5.7,1410
tt0045555,7.9,26656
tt0045556,6.0,410
tt0045557,6.8,3895
tt0045563,6.3,1025
tt0045564,6.9,5427
tt0045566,6.7,1612
tt0045574,6.1,537
tt0045578,6.6,681
tt0045589,6.4,2162
tt0045592,6.8,1349
tt0045607,6.8,1692
tt0045614,7.2,85
tt0045619,5.4,56
tt0045620,6.4,279
tt0045624,5.5,117
tt0045628,5.4,159
tt0045630,5.5,567
tt0045631,6.7,1457
tt0045632,6.0,329
tt0045644,5.7,349
tt0045645,5.5,332
tt0045652,6.2,543
tt0045653,6.2,149
tt0045659,7.4,4767
tt0045660,6.7,51
tt0045664,6.3,276
tt0045669,6.9,2073
tt0045672,6.7,229
tt0045675,5.2,273
tt0045678,5.6,340
tt0045679,6.7,4992
tt0045680,6.1,488
tt0045682,6.2,985
tt0045684,5.3,446
tt0045695,5.8,166
tt0045698,6.4,185
tt0045699,5.9,1545
tt0045706,5.9,1990
tt0045712,4.7,315
tt0045716,5.4,246
tt0045720,5.7,191
tt0045725,5.7,77
tt0045730,5.9,287
tt0045734,6.2,64
tt0045737,6.6,2838
tt0045743,5.7,352
tt0045752,5.1,171
tt0045754,5.2,177
tt0045755,5.9,142
tt0045759,6.6,57
tt0045765,5.2,166
tt0045769,6.6,225
tt0045774,5.3,325
tt0045780,6.4,455
tt0045782,6.6,576
tt0045785,5.7,231
tt0045789,6.3,340
tt0045791,6.0,67
tt0045793,7.6,46873
tt0045803,6.1,30
tt0045810,7.1,37237
tt0045815,6.2,272
tt0045816,5.6,749
tt0045819,5.9,152
tt0045822,6.3,708
tt0045824,6.8,1058
tt0045827,6.0,330
tt0045828,5.6,760
tt0045837,5.9,245
tt0045839,7.0,210
tt0045841,5.5,331
tt0045846,6.0,1585
tt0045854,5.7,236
tt0045876,6.1,1343
tt0045877,6.9,8911
tt0045883,7.0,11006
tt0045886,6.8,3427
tt0045888,7.0,18169
tt0045889,6.4,146
tt0045891,6.8,22555
tt0045897,7.2,21138
tt0045899,6.6,918
tt0045903,7.0,95
tt0045919,6.8,3474
tt0045921,6.4,265
tt0045925,6.4,233
tt0045927,5.7,142
tt0045932,6.7,2079
tt0045941,6.5,642
tt0045943,7.2,11597
tt0045958,6.4,411
tt0045961,6.3,792
tt0045966,6.2,3690
tt0045982,6.1,130
tt0045986,6.6,419
tt0045988,5.4,509
tt0045991,6.0,788
tt0045992,6.3,1250
tt0045995,5.7,392
tt0046000,7.3,3649
tt0046002,6.2,744
tt0046003,6.8,297
tt0046013,5.4,320
tt0046016,5.6,40
tt0046020,6.7,526
tt0046022,7.9,9971
tt0046027,6.0,99
tt0046029,6.5,1795
tt0046031,7.0,2165
tt0046034,6.3,606
tt0046035,6.4,1958
tt0046036,6.2,676
tt0046040,7.2,1546
tt0046059,5.9,122
tt0046060,5.9,261
tt0046062,5.6,38
tt0046072,6.8,3777
tt0046076,5.9,1561
tt0046080,6.7,731
tt0046081,6.9,412
tt0046085,6.6,8272
tt0046090,4.5,51
tt0046094,6.7,2318
tt0046095,5.8,622
tt0046099,5.0,18
tt0046124,6.2,828
tt0046130,5.5,325
tt0046134,5.5,30
tt0046138,6.1,372
tt0046159,6.9,1767
tt0046161,5.9,694
tt0046165,4.8,158
tt0046168,5.6,39
tt0046174,4.7,87
tt0046181,6.5,553
tt0046187,7.6,14662
tt0046198,5.8,1341
tt0046204,6.8,870
tt0046209,4.8,139
tt0046222,6.9,117
tt0046223,5.7,468
tt0046235,6.2,220
tt0046238,6.0,709
tt0046239,6.0,965
tt0046240,5.5,816
tt0046246,6.3,598
tt0046247,6.7,10503
tt0046250,8.0,137430
tt0046260,5.4,143
tt0046262,5.3,148
tt0046267,6.8,609
tt0046269,5.8,1912
tt0046271,5.9,142
tt0046273,4.9,14
tt0046279,6.6,536
tt0046286,5.6,677
tt0046287,6.9,41
tt0046288,6.0,1087
tt0046292,6.5,1496
tt0046294,6.1,1156
tt0046303,7.6,40488
tt0046309,6.5,443
tt0046320,4.4,122
tt0046329,6.1,216
tt0046333,6.7,735
tt0046334,6.1,227
tt0046348,6.2,756
tt0046349,5.3,274
tt0046353,6.8,1624
tt0046359,8.0,55642
tt0046362,5.6,166
tt0046366,6.2,2863
tt0046374,6.8,1335
tt0046375,5.9,1227
tt0046387,6.3,890
tt0046388,4.7,64
tt0046398,6.0,1001
tt0046399,6.2,158
tt0046405,6.5,60
tt0046409,6.0,171
tt0046414,6.4,9218
tt0046421,5.5,696
tt0046422,5.7,256
tt0046425,6.5,1868
tt0046427,6.3,366
tt0046429,7.3,1618
tt0046435,7.0,7088
tt0046436,7.0,2975
tt0046441,6.1,128
tt0046446,5.6,1388
tt0046450,5.8,171
tt0046457,6.2,437
tt0046463,6.8,1903
tt0046464,6.6,1051
tt0046465,5.4,250
tt0046469,6.6,899
tt0046480,6.5,540
tt0046483,6.7,144
tt0046492,5.5,191
tt0046511,7.3,10611
tt0046513,6.8,101
tt0046514,6.6,703
tt0046515,6.5,1063
tt0046518,6.0,188
tt0046531,6.1,149
tt0046532,5.8,827
tt0046533,5.7,415
tt0046535,6.4,267
tt0046547,6.1,683
tt0046552,6.1,279
tt0046556,6.5,361
tt0046558,6.4,167
tt0046564,6.6,1596
tt0046672,7.2,33704
tt0046676,7.1,646
tt0046683,5.9,580
tt0046692,6.1,152
tt0046697,6.0,65
tt0046703,6.7,185
tt0046719,6.3,4459
tt0046722,5.6,413
tt0046728,5.9,574
tt0046729,5.2,330
tt0046731,5.4,729
tt0046733,6.6,243
tt0046735,6.1,53
tt0046736,5.9,39
tt0046754,6.9,11263
tt0046755,5.5,301
tt0046756,6.2,332
tt0046757,5.7,1066
tt0046759,6.4,1528
tt0046766,6.7,2671
tt0046767,5.6,492
tt0046770,6.1,1203
tt0046789,6.4,1789
tt0046791,6.7,2822
tt0046804,5.9,414
tt0046806,6.7,5819
tt0046807,6.8,8474
tt0046808,6.9,3826
tt0046812,5.4,413
tt0046816,7.7,27616
tt0046828,6.7,5283
tt0046829,5.7,604
tt0046834,6.7,1064
tt0046839,5.6,955
tt0046846,6.3,143
tt0046847,4.4,126
tt0046865,6.4,544
tt0046872,5.2,127
tt0046874,7.3,6029
tt0046877,5.5,292
tt0046881,7.3,407
tt0046885,6.4,564
tt0046889,7.4,10455
tt0046891,5.7,741
