tconst,averageRating,numVotes
tt0108101,7.4,18899
tt0108122,7.7,44792
tt0108134,6.2,163
tt0108135,5.2,1223
tt0108137,5.7,1142
tt0108147,5.6,53721
tt0108148,7.5,16390
tt0108149,6.8,21203
tt0108160,6.8,174370
tt0108162,5.0,31281
tt0108171,6.1,24301
tt0108174,6.4,38698
tt0108182,6.2,65
tt0108185,6.2,21904
tt0108186,5.8,20242
tt0108187,3.8,5408
tt0108207,5.5,4338
tt0108238,5.8,42919
tt0108255,4.1,54073
tt0108264,5.1,115
tt0108265,6.7,16407
tt0108281,7.2,10166
tt0108311,5.2,3304
tt0108327,6.4,8072
tt0108330,7.3,52667
tt0108333,6.3,54908
tt0108335,6.4,117
tt0108342,4.1,1017
tt0108358,7.8,146349
tt0108372,4.6,290
tt0108388,6.0,2379
tt0108394,7.9,100822
tt0108395,5.3,6782
tt0108399,7.9,224606
tt0108401,5.8,76
tt0108410,6.3,3946
tt0108442,6.0,9415
tt0108451,6.8,14104
tt0108473,6.3,25423
tt0108487,6.2,70
tt0108525,6.2,82446
tt0108526,6.0,15026
tt0108550,7.7,234841
tt0108551,7.3,21019
tt0108557,6.6,522
tt0108558,5.4,177
tt0108569,5.4,1706
tt0108583,6.9,2603
tt0108588,4.0,638
tt0108592,6.7,7095
tt0108593,6.6,3376
tt0108596,7.0,3130
tt0108597,5.9,751
tt0108601,5.8,269
tt0108606,5.8,1227
tt0108614,5.9,1206
tt0108624,6.3,3671
tt0108633,5.7,2629
tt0108636,5.1,556
tt0108650,6.4,964
tt0108654,5.7,337
tt0108656,6.7,6683
tt0108670,6.0,964
tt0108922,6.1,201
tt0109031,5.0,43
tt0109034,6.7,1961
tt0109040,6.9,298188
tt0109045,7.5,50249
tt0109067,5.5,9038
tt0109068,6.1,51188
tt0109069,3.8,23
tt0109075,5.6,353
tt0109093,6.8,6272
tt0109099,5.6,2623
tt0109117,8.0,53047
tt0109121,6.2,30
tt0109127,6.2,32094
tt0109129,5.4,2225
tt0109148,6.9,11
tt0109191,5.6,158
tt0109198,5.2,12660
tt0109219,6.9,6233
tt0109254,5.5,81501
tt0109303,6.2,31382
tt0109305,6.2,13866
tt0109306,6.4,7525
tt0109307,5.4,787
tt0109327,6.0,11590
tt0109340,7.2,3381
tt0109348,7.4,38974
tt0109352,5.5,462
tt0109368,6.0,998
tt0109370,5.9,17104
tt0109374,6.2,2372
tt0109391,3.8,703
tt0109402,5.8,21138
tt0109403,5.1,6652
tt0109417,6.3,6955
tt0109439,5.5,19685
tt0109443,5.7,3958
tt0109444,6.9,98771
tt0109446,6.7,66179
tt0109447,5.4,7748
tt0109450,6.4,7676
tt0109454,6.9,1937
tt0109456,5.2,24156
tt0109461,6.5,227
tt0109478,4.7,1292
tt0109480,5.2,6875
tt0109484,6.6,13386
tt0109493,5.9,8396
tt0109494,4.5,781
tt0109498,4.0,641
tt0109504,7.0,10446
tt0109514,5.6,2492
tt0109520,6.0,40404
tt0109536,4.0,372
tt0109540,5.1,333
tt0109546,4.1,368
tt0109569,4.6,289
tt0109575,5.6,4394
tt0109579,7.3,24833
tt0109612,5.2,253
tt0109635,6.1,50139
tt0109642,7.4,43326
tt0109643,4.1,210
tt0109656,3.5,150
tt0109665,6.2,5091
tt0109675,4.8,618
tt0109676,5.6,20542
tt0109678,5.1,402
tt0109686,7.3,380126
tt0109699,6.5,2108
tt0109706,8.2,15
tt0109707,7.8,175287
tt0109735,5.5,268
tt0109742,4.9,384
tt0109758,4.2,6947
tt0109765,5.2,794
tt0109783,5.2,2892
tt0109813,4.9,81107
tt0109816,5.9,1312
tt0109823,6.0,950
tt0109830,8.8,2017140
tt0109831,7.1,151585
tt0109836,6.3,55210
tt0109842,7.5,13401
tt0109855,6.9,1285
tt0109862,7.6,24
tt0109884,5.5,621
tt0109890,5.8,18383
tt0109891,4.8,8105
tt0109900,7.4,979
tt0109917,5.2,883
tt0109920,5.0,2584
tt0109936,6.3,15141
tt0109951,6.2,17673
tt0109959,5.2,3607
tt0109982,5.5,326
tt0109995,6.1,85
tt0110005,7.3,63545
tt0110006,6.6,27945
tt0110027,4.4,21016
tt0110034,6.1,118
tt0110044,5.1,1524
tt0110054,6.3,5723
tt0110074,7.2,80929
tt0110076,7.5,21128
tt0110093,5.3,12070
tt0110097,5.5,2702
tt0110099,6.2,25352
tt0110115,6.4,1580
tt0110116,7.4,24829
tt0110125,6.2,931
tt0110140,3.0,293
tt0110146,5.3,8424
tt0110148,7.5,317292
tt0110157,6.6,8623
tt0110165,5.3,125
tt0110167,6.4,39681
tt0110168,5.5,1621
tt0110186,6.6,4205
tt0110189,4.6,2644
tt0110197,5.3,3389
tt0110200,7.5,23691
tt0110216,4.7,68936
tt0110306,6.6,329
tt0110308,7.0,23413
tt0110313,4.9,404
tt0110322,7.5,163437
tt0110341,6.8,110
tt0110353,5.5,6891
tt0110357,8.5,1033760
tt0110364,6.4,28723
tt0110365,6.7,8131
tt0110367,7.3,58196
tt0110377,7.3,600
tt0110391,5.9,4786
tt0110395,5.9,4579
tt0110399,5.9,7322
tt0110404,4.9,14
tt0110413,8.5,1135612
tt0110418,5.7,138
tt0110425,5.4,693
tt0110428,7.2,16785
tt0110438,6.5,6165
tt0110442,5.6,26642
tt0110445,6.8,150
tt0110455,6.7,1123
tt0110463,5.7,1925
tt0110469,6.0,118
tt0110475,6.9,379646
tt0110478,7.0,111020
tt0110490,5.6,4231
tt0110496,5.9,1054
tt0110500,6.0,510
tt0110508,4.6,389
tt0110516,5.6,12225
tt0110522,4.1,228
tt0110530,3.7,484
tt0110536,5.5,528
tt0110538,5.4,11934
tt0110554,7.1,208
tt0110557,5.3,6817
tt0110570,7.4,10369
tt0110588,6.3,4582
tt0110598,7.2,38923
tt0110612,5.5,11189
tt0110613,5.3,19834
tt0110620,6.0,3229
tt0110622,6.5,103838
tt0110623,5.5,1678
tt0110632,7.2,232461
tt0110638,6.5,29254
tt0110647,3.1,12404
tt0110649,5.7,1179
tt0110657,4.5,30434
tt0110665,5.3,316
tt0110671,5.5,649
tt0110684,7.3,20474
tt0110687,4.5,14060
tt0110689,5.8,2948
tt0110693,5.9,68
tt0110712,5.0,2183
tt0110722,6.6,3270
tt0110725,4.5,23879
tt0110737,6.5,22684
tt0110759,6.5,13623
tt0110763,6.1,23498
tt0110771,6.6,14196
tt0110788,6.0,29
tt0110805,4.3,1908
tt0110826,5.1,135
tt0110836,6.4,124
tt0110843,6.2,301
tt0110849,5.1,435
tt0110867,5.6,782
tt0110877,7.7,36373
tt0110889,7.1,10391
tt0110891,5.5,2261
tt0110892,6.0,2749
tt0110907,5.2,15179
tt0110912,8.9,1999671
tt0110917,7.6,11648
tt0110923,5.5,289
tt0110932,7.5,69308
tt0110936,6.3,577
tt0110939,6.1,3701
tt0110950,6.6,49702
tt0110955,6.9,24878
tt0110963,7.4,17648
tt0110971,6.2,17966
tt0110972,2.7,252
tt0110978,3.3,23136
tt0110979,3.8,668
tt0110983,3.3,327
tt0110989,5.4,68931
tt0110997,6.4,46270
tt0110999,5.0,1685
tt0111001,5.9,12405
tt0111036,5.6,114
tt0111048,5.7,5116
tt0111054,6.3,1293
tt0111070,6.5,114525
tt0111076,5.9,152
tt0111094,5.4,6450
tt0111102,6.9,1710
tt0111125,4.9,904
tt0111127,6.8,29726
tt0111132,5.8,96
tt0111143,6.0,25475
tt0111149,7.3,61085
tt0111161,9.3,2609608
tt0111173,5.4,2810
tt0111187,5.9,4196
tt0111191,3.9,158
tt0111194,6.3,5620
tt0111199,5.6,432
tt0111201,5.9,10883
tt0111205,6.5,3410
tt0111212,3.1,186
tt0111218,5.7,2671
tt0111237,5.5,765
tt0111244,4.0,1117
tt0111250,6.0,21
tt0111255,5.5,65985
tt0111256,5.7,5191
tt0111257,7.3,359032
tt0111280,6.6,81644
tt0111282,7.0,189234
tt0111309,7.3,5508
tt0111314,5.7,71
tt0111323,6.2,11955
tt0111333,6.4,24899
tt0111342,6.9,1102
tt0111359,5.9,3838
tt0111400,5.5,13841
tt0111416,6.1,363
tt0111423,6.0,188
tt0111434,6.5,38
tt0111449,6.5,564
tt0111453,5.3,284
tt0111454,6.3,1733
tt0111464,3.4,615
tt0111470,5.4,1985
tt0111477,5.9,15127
tt0111488,5.4,1910
tt0111503,7.3,255207
tt0111506,4.2,243
tt0111512,7.5,45842
tt0111518,7.2,88
tt0111525,4.8,354
tt0111546,7.2,1013
tt0111549,5.7,2509
tt0111553,6.7,74
tt0111653,4.8,5574
tt0111658,4.9,734
tt0111667,6.7,12837
tt0111670,4.3,588
tt0111693,6.5,22184
tt0111712,6.7,1725
tt0111732,6.7,14411
tt0111742,6.2,56474
tt0111756,6.7,50800
tt0111780,3.6,146
tt0111793,5.9,4525
tt0111800,7.0,3215
tt0111835,6.4,5245
tt0111848,5.6,299
tt0112269,3.5,189
tt0112281,6.4,215735
tt0112288,6.4,10235
tt0112302,5.5,10849
tt0112323,4.8,168
tt0112346,6.8,57304
tt0112365,6.8,4637
tt0112366,5.8,3255
tt0112368,6.7,6767
tt0112373,8.1,1193
tt0112384,7.7,291649
tt0112389,7.1,4058
tt0112401,6.3,82945
tt0112406,7.5,54
tt0112427,5.9,2817
tt0112431,6.9,124732
tt0112433,5.1,210
tt0112440,3.2,332
tt0112442,6.8,261821
tt0112443,5.4,3100
tt0112453,7.1,43529
tt0112461,7.3,110452
tt0112462,5.4,251448
tt0112471,8.1,301720
tt0112491,7.2,513
tt0112495,6.5,5200
tt0112499,5.5,10196
tt0112508,6.3,143556
tt0112536,4.8,3162
tt0112537,5.1,2742
tt0112541,6.6,9624
tt0112546,6.4,1699
tt0112568,5.0,306
tt0112571,6.4,13114
tt0112573,8.4,1022679
tt0112574,5.3,316
tt0112579,7.6,80660
tt0112602,5.6,6279
tt0112606,6.1,6307
tt0112619,7.3,3128
tt0112626,4.6,289
tt0112628,4.6,527
tt0112629,3.9,51
tt0112632,5.1,61
tt0112637,6.8,5492
tt0112641,8.2,510124
tt0112642,6.1,132563
tt0112652,6.5,167
tt0112654,6.4,1596
tt0112675,6.3,426
tt0112679,6.6,8666
tt0112688,6.9,22264
tt0112702,6.7,3806
tt0112714,7.4,1593
tt0112715,5.2,45633
tt0112716,5.9,1024
tt0112722,6.6,59374
tt0112740,7.3,112284
tt0112744,6.3,13681
tt0112749,6.8,1853
tt0112760,5.7,28176
tt0112769,7.5,11951
tt0112772,6.0,395
tt0112775,6.2,211
tt0112792,6.5,52602
tt0112817,7.5,96729
tt0112818,7.5,94606
tt0112819,6.9,22285
tt0112838,4.6,145
tt0112843,4.2,1136
tt0112849,5.8,153
tt0112851,7.1,184976
tt0112857,6.7,20327
tt0112864,7.6,384112
tt0112883,6.7,50987
tt0112904,5.4,567
tt0112945,6.6,2027
tt0112966,6.6,17548
tt0113026,5.6,1373
tt0113028,6.3,3015
tt0113041,6.0,37951
tt0113063,5.5,1180
tt0113071,6.0,73208
tt0113089,6.6,7007
tt0113097,6.5,12455
tt0113101,6.7,104390
tt0113107,6.5,894
tt0113117,6.6,50049
tt0113118,7.2,111987
tt0113133,6.7,3741
tt0113144,5.5,165
tt0113145,6.6,568
tt0113153,6.5,5136
tt0113158,6.5,3080
tt0113161,6.9,83594
tt0113168,5.7,225
tt0113173,4.8,239
tt0113189,7.2,255426
tt0113211,7.8,17548
tt0113224,5.5,652
tt0113228,6.6,27427
tt0113243,6.2,69521
tt0113269,6.2,6699
tt0113277,8.3,639766
tt0113280,6.8,5051
tt0113303,5.3,6901
tt0113305,6.5,19978
tt0113313,5.7,1940
tt0113319,5.5,212
tt0113321,6.5,13246
tt0113326,6.7,42243
tt0113337,6.5,319
tt0113347,6.3,11702
tt0113362,7.0,6058
tt0113394,5.4,1450
tt0113406,4.6,286
tt0113419,6.0,29004
tt0113429,7.0,1884
tt0113438,3.2,1349
tt0113442,5.8,22684
tt0113443,7.1,3066
tt0113448,6.6,5287
tt0113451,5.3,12788
tt0113463,5.7,3057
tt0113481,5.6,71575
tt0113490,6.5,1003
tt0113492,5.5,117571
tt0113497,7.0,339584
tt0113500,4.2,8107
tt0113501,6.4,27156
tt0113510,4.9,2136
tt0113526,6.8,14405
tt0113540,7.0,78352
tt0113542,6.3,2320
tt0113552,5.9,19238
tt0113557,7.3,1934
tt0113564,4.7,185
tt0113613,6.7,14867
tt0113617,6.9,5400
tt0113627,7.5,123733
tt0113630,5.8,86
tt0113638,5.6,763
tt0113651,6.5,560
tt0113658,6.3,291
tt0113674,5.2,1876
tt0113677,7.5,18547
tt0113682,5.5,4506
tt0113691,6.4,6114
tt0113718,6.9,3186
tt0113729,5.3,6622
tt0113732,4.8,810
tt0113737,5.4,1993
tt0113755,5.2,9697
tt0113774,7.2,1353
tt0113808,5.4,3375
tt0113819,7.0,40380
tt0113827,5.0,207
tt0113843,4.8,400
tt0113845,5.7,41040
tt0113849,6.2,2454
tt0113851,5.7,3725
tt0113862,7.3,39218
tt0113865,4.6,209
tt0113870,7.3,28487
tt0113896,7.2,4171
tt0113926,3.2,1610
tt0113952,6.1,902
tt0113957,5.9,66701
tt0113965,5.2,6847
tt0113972,6.3,42564
tt0113986,5.5,36942
tt0113987,7.1,30925
tt0114008,5.7,400
tt0114011,6.7,29813
tt0114039,7.4,537
tt0114048,5.1,9126
tt0114050,5.7,74
tt0114057,6.9,9686
tt0114069,6.6,128855
tt0114075,6.2,161
tt0114078,6.3,659
tt0114086,6.4,5888
tt0114099,5.8,3928
tt0114113,6.0,2326
tt0114114,5.3,295
tt0114122,6.7,625
tt0114125,3.3,200
tt0114126,6.3,9182
tt0114131,5.8,847
tt0114134,6.5,13065
tt0114148,6.7,184794
tt0114153,5.2,63
tt0114168,6.6,30342
tt0114194,6.4,31221
tt0114210,5.2,1073
tt0114214,6.5,93804
tt0114216,4.5,423
tt0114222,3.7,158
tt0114226,3.3,333
tt0114228,4.4,350
tt0114244,5.5,308
tt0114272,6.6,9489
tt0114279,7.3,14722
tt0114287,6.9,42954
tt0114296,6.4,1876
tt0114303,5.4,1911
tt0114307,6.2,426
tt0114319,6.3,41027
tt0114323,7.1,15020
tt0114332,6.6,102
tt0114340,4.8,190
tt0114345,5.3,15387
tt0114347,6.2,19
tt0114369,8.6,1602798
tt0114371,5.3,1331
tt0114388,7.7,114704
tt0114397,4.8,526
tt0114432,5.0,2241
tt0114437,6.0,4277
tt0114462,3.8,378
tt0114478,7.4,36380
tt0114494,7.0,672
tt0114496,5.7,15082
tt0114508,5.8,80046
tt0114534,6.4,806
tt0114536,4.7,1017
tt0114558,7.1,71626
tt0114571,5.2,2832
tt0114577,5.7,636
tt0114592,6.1,560
tt0114594,7.0,24223
tt0114608,6.7,23907
tt0114614,5.3,32125
tt0114616,5.3,160
tt0114622,4.8,1259
tt0114648,4.3,559
tt0114658,2.3,4567
tt0114660,6.7,27769
tt0114663,6.1,3104
tt0114681,6.8,48118
tt0114682,6.6,32223
tt0114694,7.1,86869
tt0114697,4.1,3548
tt0114702,6.5,15657
tt0114709,8.3,972974
tt0114746,8.0,611592
tt0114753,6.1,3462
tt0114781,5.5,46796
tt0114788,6.1,3617
tt0114814,8.5,1067169
tt0114825,4.6,23525
tt0114846,6.2,501
tt0114857,5.5,30223
tt0114863,7.6,6870
tt0114882,4.9,22
tt0114885,5.9,10935
tt0114887,6.7,34161
tt0114898,6.2,195006
tt0114917,6.0,2395
tt0114924,6.7,101973
tt0114928,5.3,4949
tt0114938,5.8,7093
tt0114941,5.6,2255
tt0114952,6.4,695
tt0115019,5.2,1331
tt0115433,5.7,110676
tt0115438,6.5,20217
tt0115472,5.2,5789
tt0115478,6.1,632
tt0115479,7.1,1359
tt0115485,6.1,311
tt0115493,5.7,5497
tt0115495,6.1,8150
tt0115509,5.4,6076
tt0115530,5.7,3793
tt0115536,6.5,1693
tt0115561,7.4,14711
tt0115571,6.2,35388
tt0115577,8.0,1752
tt0115580,6.1,8215
tt0115591,5.8,831
tt0115610,5.8,6872
tt0115618,4.6,365
tt0115632,6.9,20787
tt0115633,7.3,4451
tt0115639,7.1,33076
tt0115641,6.8,56541
tt0115644,6.0,8356
tt0115645,6.1,9161
tt0115675,5.3,819
tt0115676,4.7,5155
tt0115678,7.3,20479
tt0115684,4.4,216
tt0115685,7.1,89031
tt0115687,6.3,56
tt0115693,6.0,11742
tt0115697,6.2,40692
tt0115710,6.0,10128
tt0115725,5.3,6710
tt0115734,6.9,76603
tt0115736,7.3,55362
tt0115738,7.2,5679
tt0115740,7.1,104
tt0115742,4.9,3690
tt0115744,7.2,19853
tt0115751,7.8,66598
tt0115759,6.1,98319
tt0115781,6.4,8408
tt0115783,5.8,38383
tt0115797,6.1,252
tt0115798,6.1,164388
tt0115808,5.9,37
tt0115811,5.4,92
tt0115836,4.9,4920
tt0115837,6.3,1597
tt0115847,6.6,1565
tt0115850,5.1,796
tt0115851,5.3,10126
tt0115857,5.6,52411
tt0115858,4.3,223
tt0115862,6.0,15282
tt0115865,5.8,360
tt0115886,6.3,2374
tt0115906,7.0,8226
tt0115907,6.2,20765
tt0115926,5.7,296
tt0115927,5.5,1699
tt0115943,6.5,92
tt0115950,6.7,1466
tt0115951,6.6,2101
tt0115956,6.6,54792
tt0115964,6.4,59705
tt0115976,4.5,852
tt0115988,6.8,37758
tt0116000,5.4,27007
tt0116016,4.4,896
tt0116040,5.9,72779
tt0116041,7.0,5734
tt0116046,4.3,323
tt0116048,5.2,269
tt0116059,5.4,4022
tt0116088,5.6,97
tt0116095,5.4,14394
tt0116108,6.0,68
tt0116111,5.4,272
tt0116126,6.5,55249
tt0116130,6.1,24497
tt0116136,6.4,97060
tt0116141,6.0,2768
tt0116151,5.3,12637
tt0116168,5.1,11029
tt0116169,5.6,410
tt0116182,4.4,223
tt0116191,6.6,38988
tt0116193,6.1,380
tt0116209,7.4,189135
tt0116212,6.3,487
tt0116213,6.1,110962
tt0116225,5.7,74543
tt0116240,5.9,4679
tt0116242,6.7,37242
tt0116250,6.3,35698
tt0116253,6.5,57059
tt0116257,4.1,617
tt0116259,6.2,19582
tt0116260,6.1,16510
tt0116269,5.8,2127
tt0116275,7.0,3692
tt0116277,5.9,48554
tt0116281,4.6,415
tt0116282,8.1,668208
tt0116287,6.2,48034
tt0116289,5.4,11125
tt0116293,5.4,2505
tt0116313,6.4,48797
tt0116320,5.4,9123
tt0116322,5.3,11032
tt0116324,6.7,18854
tt0116329,6.9,25595
tt0116332,4.8,522
tt0116341,3.6,2739
tt0116353,6.1,9305
tt0116356,5.1,453
tt0116361,6.8,28372
tt0116365,7.1,87971
tt0116367,7.2,310063
tt0116378,6.6,8844
tt0116379,5.8,381
tt0116405,4.7,1386
tt0116409,6.8,61631
tt0116410,6.7,11150
tt0116421,5.4,20139
tt0116422,5.6,3558
tt0116433,4.6,9
tt0116439,6.1,527
tt0116448,5.5,10273
tt0116477,7.8,38101
tt0116480,7.2,1595
tt0116483,7.0,221807
tt0116493,5.9,10336
tt0116494,5.1,122
tt0116502,6.0,7759
tt0116508,5.8,5433
tt0116516,4.9,1060
tt0116531,5.5,13456
tt0116535,5.0,220
tt0116547,6.8,123
tt0116552,5.9,15122
tt0116571,5.7,8710
tt0116583,7.0,155424
tt0116592,5.3,2819
tt0116601,6.5,1725
tt0116604,6.4,878
tt0116606,4.9,4180
tt0116621,5.9,8722
tt0116629,7.0,567894
tt0116630,8.1,12511
tt0116635,6.1,1871
tt0116643,6.2,743
tt0116654,4.5,33526
tt0116669,5.8,60593
tt0116675,5.4,757
tt0116683,6.7,66635
tt0116684,6.7,9667
tt0116690,5.8,2359
tt0116695,7.3,263375
tt0116704,6.6,20974
tt0116705,5.7,103576
tt0116722,6.9,10593
tt0116731,5.7,18767
tt0116745,6.3,4925
tt0116762,5.1,1706
tt0116763,7.5,4363
tt0116778,6.9,83986
tt0116823,5.6,7431
tt0116827,5.7,4412
tt0116828,5.4,1878
tt0116830,6.4,58148
tt0116833,6.1,1883
tt0116841,5.0,159
tt0116859,7.3,165
tt0116905,7.4,29815
tt0116908,6.8,79472
tt0116922,7.6,140920
tt0116942,4.8,181
tt0116953,5.3,3132
tt0116977,4.7,622
tt0116979,4.4,100
tt0116985,6.6,2083
tt0116987,5.9,69
tt0116991,7.3,71
tt0116996,6.4,225480
tt0116999,6.7,28078
tt0117002,5.8,14987
tt0117008,6.9,148532
tt0117023,6.0,98
tt0117025,5.1,286
tt0117026,5.2,86
tt0117038,5.7,43186
tt0117039,7.1,31505
tt0117040,7.9,11184
tt0117041,4.6,174
tt0117057,6.6,20067
tt0117060,7.1,420122
tt0117070,5.2,2612
tt0117071,6.4,4318
tt0117072,5.7,216
tt0117075,6.7,25
tt0117091,6.9,6273
tt0117093,7.1,5269
tt0117102,3.8,5148
tt0117104,6.2,7695
tt0117106,6.1,976
tt0117107,6.3,17470
tt0117108,6.1,32832
tt0117117,6.8,197
tt0117119,6.5,15085
tt0117169,4.2,227
tt0117177,4.0,499
tt0117193,5.1,2993
tt0117194,6.7,1560
tt0117202,6.2,2393
tt0117218,5.7,116732
tt0117226,4.8,743
tt0117247,6.5,46215
tt0117260,5.6,1835
tt0117283,5.0,10865
tt0117299,5.5,134
tt0117310,8.0,90
tt0117318,7.3,94594
tt0117324,5.4,819
tt0117331,5.0,34066
tt0117333,6.4,79551
tt0117351,5.7,1100
tt0117356,6.8,454
tt0117364,6.2,11889
tt0117365,5.8,486
tt0117372,5.6,12334
tt0117381,7.7,210742
tt0117400,5.8,242
tt0117414,6.8,72
tt0117427,5.4,3208
tt0117433,4.4,571
tt0117438,6.7,127555
tt0117470,4.3,123
tt0117473,5.2,3297
tt0117496,5.9,12558
tt0117500,7.4,335235
tt0117509,6.7,226859
tt0117571,7.4,334238
tt0117582,5.6,2410
tt0117589,8.0,43082
tt0117603,6.8,16306
tt0117604,6.3,718
tt0117608,5.8,22694
tt0117617,3.4,169
tt0117619,6.6,808
tt0117628,6.0,17539
tt0117631,7.7,54149
tt0117653,5.4,4093
tt0117657,4.5,107
tt0117665,7.5,218880
tt0117666,8.0,93535
tt0117672,4.3,23
tt0117684,7.2,492
tt0117690,7.2,2823
tt0117718,7.0,6940
tt0117723,5.3,37994
tt0117731,7.6,124879
tt0117737,6.5,28281
tt0117738,4.1,420
tt0117740,6.8,253
tt0117765,4.5,45653
tt0117773,6.0,651
tt0117774,6.0,13948
tt0117781,6.1,4699
tt0117784,5.9,1698
tt0117786,6.2,27144
tt0117791,6.3,7474
tt0117798,5.0,158
tt0117802,7.2,82455
tt0117803,4.8,730
tt0117826,5.4,14864
tt0117865,6.5,441
tt0117873,7.8,133
tt0117886,5.6,73
tt0117887,6.9,68643
tt0117891,5.5,4979
tt0117912,3.6,516
tt0117913,7.4,157539
tt0117918,6.4,50180
tt0117924,5.8,4891
tt0117925,5.6,200
tt0117951,8.1,677885
tt0117958,7.1,16455
tt0117965,5.7,7800
tt0117968,6.8,1417
tt0117969,6.0,299
tt0117979,6.3,27947
tt0117983,5.1,1408
tt0117991,7.1,6061
tt0118001,5.3,5668
tt0118002,5.2,5911
tt0118014,7.8,113
tt0118018,5.9,2189
tt0118030,5.6,503
tt0118042,6.5,183
tt0118043,6.8,2574
tt0118044,6.5,2240
tt0118055,6.1,14554
tt0118056,6.7,80
tt0118100,6.7,2137
tt0118113,6.7,3603
tt0118117,6.9,2478
tt0118149,4.0,289
tt0118150,6.0,552
tt0118158,6.6,23937
tt0118163,7.1,3745
tt0118239,6.6,734
tt0118531,6.6,23791
tt0118532,5.3,40
tt0118541,5.4,10508
tt0118548,6.7,55015
tt0118556,6.1,24786
tt0118564,6.9,17249
tt0118566,6.0,3562
tt0118571,6.5,194365
tt0118577,3.5,3634
tt0118583,6.2,245004
tt0118603,5.9,1502
tt0118607,7.3,76534
tt0118608,4.4,326
tt0118612,4.5,208
tt0118614,6.7,796
tt0118615,4.8,104253
tt0118617,7.1,122342
tt0118621,6.7,483
tt0118632,7.2,14182
tt0118636,6.7,38771
tt0118640,5.3,131
tt0118646,4.0,198
tt0118647,6.8,9456
tt0118648,5.7,179
tt0118655,7.0,237837
tt0118660,4.5,1073
tt0118661,3.8,43788
tt0118663,4.6,5452
tt0118665,2.5,26539
tt0118670,5.3,1783
tt0118671,6.4,419
tt0118673,5.8,3027
tt0118686,5.9,1970
tt0118688,3.7,251642
tt0118689,6.5,104593
tt0118698,7.1,8308
tt0118700,5.1,378
tt0118709,8.2,36
tt0118715,8.1,795791
tt0118727,5.3,416
tt0118742,6.0,2572
tt0118744,5.4,12173
tt0118747,4.9,33314
tt0118748,5.0,670
tt0118749,7.9,261659
tt0118750,5.4,8943
tt0118755,5.8,22402
tt0118760,7.0,20796
tt0118768,6.1,10208
tt0118771,7.0,54760
tt0118772,4.7,2974
tt0118778,5.3,546
tt0118779,5.2,161
tt0118782,5.6,403
tt0118787,4.8,2668
tt0118789,7.4,53689
tt0118798,6.8,26227
tt0118799,8.6,681262
tt0118804,7.1,10976
tt0118819,7.3,31404
tt0118827,5.2,544
tt0118842,7.2,137591
tt0118851,6.2,3413
tt0118852,7.1,4301
tt0118859,6.1,6059
tt0118863,6.6,11549
tt0118865,6.8,400
tt0118866,6.6,5621
tt0118873,5.6,223
tt0118880,6.9,296870
tt0118882,5.0,505
tt0118883,6.7,100349
tt0118884,7.5,272047
tt0118887,7.0,94276
tt0118894,6.2,2702
tt0118900,6.4,9053
tt0118901,5.9,2092
tt0118903,5.9,445
tt0118909,4.1,507
tt0118915,5.8,427
tt0118926,6.9,6645
tt0118927,4.4,1925
tt0118928,6.0,90310
tt0118929,7.6,198914
tt0118930,5.3,3541
tt0118954,7.3,45022
tt0118964,6.3,364
tt0118966,6.1,16870
tt0118971,7.5,365636
tt0118972,6.2,65355
tt0118974,5.3,243
tt0118980,6.7,2751
tt0118996,6.5,17793
tt0118998,5.4,96927
tt0119004,5.6,4432
tt0119008,7.7,304017
tt0119012,5.2,604
tt0119013,4.8,34408
tt0119019,6.9,1807
tt0119028,4.5,206
tt0119033,6.8,916
tt0119051,6.9,73484
tt0119052,7.1,1719
tt0119053,5.7,16573
tt0119054,6.1,3106
tt0119055,4.8,1609
tt0119062,5.6,4973
tt0119079,6.8,7914
tt0119080,7.2,10106
tt0119081,6.6,176025
tt0119085,4.7,301
tt0119086,5.3,13406
tt0119088,4.6,1107
tt0119092,6.6,4546
tt0119094,7.3,373212
tt0119095,6.5,5983
tt0119099,7.0,82512
tt0119109,5.2,15706
tt0119114,6.7,11024
tt0119115,6.4,24600
tt0119116,7.6,467704
tt0119123,5.1,17981
tt0119137,5.3,89338
tt0119138,6.7,214
tt0119140,4.7,92
tt0119141,6.1,35782
tt0119142,5.8,11137
tt0119164,7.2,106027
tt0119173,6.0,81534
tt0119174,7.7,387829
tt0119177,7.8,300786
tt0119190,5.5,77296
tt0119196,5.7,11198
tt0119201,6.6,656
tt0119204,6.2,1335
tt0119209,5.6,1981
tt0119210,6.4,14104
tt0119214,4.8,10042
tt0119216,4.6,306
tt0119217,8.3,945438
tt0119219,5.6,4071
tt0119223,6.8,53799
tt0119225,6.9,15672
tt0119227,6.1,10691
tt0119229,7.3,94413
tt0119231,4.4,184
tt0119242,6.4,894
tt0119244,4.7,358
tt0119249,5.8,4232
tt0119256,7.2,50166
tt0119269,5.4,215
tt0119270,4.4,149
tt0119272,5.7,2041
tt0119280,7.2,14450
tt0119282,7.3,227255
tt0119304,5.0,8547
tt0119305,5.7,4796
tt0119310,4.9,15294
tt0119311,6.3,11515
tt0119313,6.0,27492
tt0119314,6.7,41289
tt0119336,5.8,10171
tt0119345,5.8,144927
tt0119347,6.1,3016
tt0119349,7.4,56255
tt0119352,5.1,90
tt0119360,6.4,41678
tt0119361,7.2,13690
tt0119375,7.2,14236
tt0119381,6.4,12921
