tconst,primaryTitle,startYear,genres
tt0074883,Maîtresse,1976,"Drama,Romance"
tt0074885,Mean Johnny Barrows,1975,"Action,Crime,Drama"
tt0074896,The Message,1976,"Biography,Drama,History"
tt0074899,Midway,1976,"Action,Drama,History"
tt0074901,Mikey and Nicky,1976,"Crime,Drama"
tt0074904,Mimì Bluette... fiore del mio giardino,1976,"Comedy,Romance"
tt0074906,The Missouri Breaks,1976,"Drama,Western"
tt0074909,My Father's Wife,1976,Drama
tt0074923,"Mother, Jugs & Speed",1976,"Comedy,Drama"
tt0074924,Moving Violation,1976,"Comedy,Crime,Drama"
tt0074937,Murder by Death,1976,"Comedy,Crime,Mystery"
tt0074957,Nelken in Aspik,1976,Comedy
tt0074958,Network,1976,Drama
tt0074962,The Next Man,1976,"Action,Thriller"
tt0074963,"Next Stop, Greenwich Village",1976,"Comedy,Drama"
tt0074964,Nickelodeon,1976,Comedy
tt0074968,"No Deposit, No Return",1976,"Comedy,Family"
tt0074970,No toquen a la nena,1976,Comedy
tt0074991,Obsession,1976,"Drama,Mystery,Thriller"
tt0075005,The Omen,1976,"Horror,Mystery"
tt0075006,The Treasure Seekers,1980,"Action,Adventure"
tt0075010,On the Line,1977,Documentary
tt0075013,One Away,1976,"Action,Crime,Drama"
tt0075014,Dragonfly,1976,Drama
tt0075016,One of Our Dinosaurs Is Missing,1975,"Adventure,Comedy,Family"
tt0075029,The Outlaw Josey Wales,1976,Western
tt0075038,Partners,1976,"Drama,Thriller"
tt0075040,Seven Beauties,1975,"Comedy,Drama,War"
tt0075043,The Passover Plot,1976,Drama
tt0075045,Hot Stuff,1976,"Action,Crime,Drama"
tt0075052,People of the Wind,1976,Documentary
tt0075059,A Dog Called... Vengeance,1977,"Adventure,Drama"
tt0075066,The Pink Panther Strikes Again,1976,"Comedy,Crime"
tt0075082,Police Python 357,1976,"Crime,Drama,Thriller"
tt0075109,Risking,1976,"Crime,Thriller"
tt0075130,Rene the Cane,1977,"Comedy,Crime,Drama"
tt0075132,The Return of a Man Called Horse,1976,"Drama,Western"
tt0075140,End of the Game,1975,"Crime,Drama,Mystery"
tt0075144,The Ritz,1976,Comedy
tt0075145,The River Niger,1976,Drama
tt0075147,Robin and Marian,1976,"Adventure,Drama,Romance"
tt0075148,Rocky,1976,"Drama,Sport"
tt0075152,The Tough Ones,1976,"Action,Crime,Drama"
tt0075157,Rush It,1978,Comedy
tt0075160,Safari Express,1976,"Action,Adventure,Comedy"
tt0075161,The Sailor Who Fell from Grace with the Sea,1976,"Drama,Mystery,Thriller"
tt0075166,The Savage Bees,1976,"Horror,Sci-Fi,Thriller"
tt0075188,The Sell-Out,1976,"Action,Drama,Thriller"
tt0075191,Surreal Estate,1976,Drama
tt0075194,The Seven-Per-Cent Solution,1976,"Adventure,Comedy,Crime"
tt0075199,Shadow of the Hawk,1976,"Adventure,Horror"
tt0075201,Shaolin Wooden Men,1976,Action
tt0075212,Shoot,1976,"Drama,Thriller"
tt0075213,The Shootist,1976,"Drama,Romance,Western"
tt0075214,Shout at the Devil,1976,"Action,Adventure,Comedy"
tt0075215,Si c'était à refaire,1976,Drama
tt0075223,Silver Streak,1976,"Action,Comedy,Crime"
tt0075229,Sky Riders,1976,"Action,Adventure"
tt0075230,Slavers,1977,"Adventure,Drama,History"
tt0075232,The Slipper and the Rose: The Story of Cinderella,1976,"Adventure,Family,Fantasy"
tt0075238,The Shadow Line,1976,Drama
tt0075260,Squadra antiscippo,1976,"Action,Comedy,Crime"
tt0075263,St. Ives,1976,"Action,Crime,Drama"
tt0075265,A Star Is Born,1976,"Drama,Music,Romance"
tt0075268,Stay Hungry,1976,"Comedy,Drama"
tt0075275,Striptease,1977,Drama
tt0075294,Swashbuckler,1976,"Action,Adventure,Comedy"
tt0075307,Target of an Assassin,1977,Thriller
tt0075314,Taxi Driver,1976,"Crime,Drama"
tt0075334,To the Devil a Daughter,1976,Horror
tt0075335,Todo modo,1976,"Crime,Drama"
tt0075342,The Town That Dreaded Sundown,1976,"Crime,Drama,Horror"
tt0075344,Trackdown,1976,"Action,Drama"
tt0075345,Tracks,1976,Drama
tt0075347,Treasure of Matecumbe,1976,"Adventure,Family,Western"
tt0075359,Two-Minute Warning,1976,"Action,Crime,Drama"
tt0075364,The Last Woman,1976,Drama
tt0075378,The Van,1977,Comedy
tt0075382,Sunday in the Country,1974,"Crime,Drama,Thriller"
tt0075393,Vigilante Force,1976,"Action,Adventure,Crime"
tt0075396,Violette & François,1977,"Comedy,Crime,Drama"
tt0075406,Voyage of the Damned,1976,"Drama,War"
tt0075409,W.C. Fields and Me,1976,"Biography,Drama"
tt0075421,A Whale of a Tale,1976,"Comedy,Drama,Family"
tt0075439,New Fist of Fury,1976,"Action,Drama"
tt0075612,Three Women,1977,"Drama,Mystery,Thriller"
tt0075619,As of Tomorrow,1976,Comedy
tt0075627,Aces High,1976,"Action,Drama,War"
tt0075632,Adalat,1976,"Action,Drama,Family"
tt0075648,Airport '77,1977,"Action,Drama,Thriller"
tt0075653,Prelude,1977,"Drama,Musical"
tt0075654,Alambrista!,1977,"Adventure,Drama"
tt0075669,Amar Akbar Anthony,1977,"Action,Comedy,Drama"
tt0075675,The American Friend,1977,"Crime,Drama,Mystery"
tt0075677,The Amsterdam Kill,1977,"Action,Crime,Drama"
tt0075679,Bad,1977,"Comedy,Crime,Horror"
tt0075681,Angela,1977,Drama
tt0075682,The Forbidden Room,1977,"Drama,Horror,Mystery"
tt0075686,Annie Hall,1977,"Comedy,Romance"
tt0075691,The Sorceror's Apprentice,1977,Drama
tt0075704,Audrey Rose,1977,"Drama,Fantasy,Horror"
tt0075718,The Bad News Bears in Breaking Training,1977,"Comedy,Family,Sport"
tt0075729,The Baron,1977,"Action,Drama"
tt0075742,Berlinguer: I Love You,1977,"Comedy,Drama,Romance"
tt0075744,Between the Lines,1977,"Comedy,Drama,Romance"
tt0075745,Beyond Reason,1985,Drama
tt0075756,Birch Interval,1976,Drama
tt0075763,Black Oak Conspiracy,1977,"Action,Drama"
tt0075765,Black Sunday,1977,"Adventure,Crime,Drama"
tt0075774,Bobby Deerfield,1977,"Drama,Romance"
tt0075783,Breaker! Breaker!,1977,"Action,Adventure,Crime"
tt0075784,A Bridge Too Far,1977,"Drama,History,War"
tt0075799,Le camion,1977,"Drama,Romance"
tt0075807,Candleshoe,1977,"Adventure,Comedy,Drama"
tt0075809,The Car,1977,"Action,Horror,Mystery"
tt0075815,Beach House,1977,Comedy
tt0075831,Checkered Flag or Crash,1977,"Adventure,Comedy"
tt0075834,The Pyjama Girl Case,1977,"Crime,Mystery,Thriller"
tt0075836,The Chicken Chronicles,1977,Comedy
tt0075839,The Children of Theatre Street,1977,Documentary
tt0075845,The Choirboys,1977,"Comedy,Crime,Drama"
tt0075848,Bye Bye Monkey,1978,"Comedy,Drama,Fantasy"
tt0075860,Close Encounters of the Third Kind,1977,"Drama,Sci-Fi"
tt0075887,Crash!,1976,Horror
tt0075901,Cyclone,1978,"Action,Adventure,Drama"
tt0075909,Damnation Alley,1977,Sci-Fi
tt0075913,Day of the Animals,1977,"Horror,Sci-Fi,Thriller"
tt0075921,Death Game,1977,Thriller
tt0075922,The House by the Lake,1976,"Horror,Thriller"
tt0075925,The Deep,1977,"Adventure,Mystery,Thriller"
tt0075929,Delta Fox,1979,"Crime,Drama"
tt0075930,God Told Me To,1976,"Crime,Horror,Mystery"
tt0075931,Demon Seed,1977,"Horror,Sci-Fi"
tt0075932,The Lacemaker,1977,"Drama,Romance"
tt0075940,Blood and Diamonds,1977,"Crime,Drama,Thriller"
tt0075944,The Disappearance,1977,"Drama,Thriller"
tt0075946,Tell Her That I Love Her,1977,"Drama,Mystery,Romance"
tt0075950,The Domino Principle,1977,"Drama,Thriller"
tt0075968,The Duellists,1977,"Drama,War"
tt0075970,East of Elephant Rock,1978,Drama
tt0075990,End of the World,1977,"Horror,Mystery,Sci-Fi"
tt0075993,An Enemy of the People,1978,Drama
tt0075995,Equus,1977,"Drama,Mystery"
tt0076009,Exorcist II: The Heretic,1977,Horror
tt0076029,Fire Sale,1977,Comedy
tt0076038,Bloodbath,1975,"Drama,Horror,Mystery"
tt0076040,The Flight,1977,"Drama,Thriller"
tt0076054,Freaky Friday,1976,"Comedy,Family,Fantasy"
tt0076055,French Quarter,1978,"Drama,Fantasy,Musical"
tt0076059,Fun with Dick and Jane,1977,"Comedy,Crime"
tt0076070,The Gauntlet,1977,"Action,Crime,Thriller"
tt0076085,A Special Day,1977,Drama
tt0076091,Golden Rendezvous,1977,"Action,Crime,Thriller"
tt0076095,The Goodbye Girl,1977,"Comedy,Drama,Romance"
tt0076098,The Report,1977,Drama
tt0076099,Black Journal,1977,"Crime,Drama,Horror"
tt0076101,The Con Artists,1976,"Comedy,Crime"
tt0076102,The Biggest Battle,1978,"Drama,War"
tt0076107,The Great Bank Hoax,1977,Comedy
tt0076111,The Greatest,1977,"Biography,Drama,Sport"
tt0076113,Group Portrait with a Lady,1977,"Drama,History,Romance"
tt0076119,Gulliver's Travels,1977,"Adventure,Animation,Comedy"
tt0076121,The Garden,1977,Drama
tt0076123,Citizens Band,1977,"Comedy,Drama"
tt0076138,Heroes,1977,"Comedy,Drama"
tt0076141,High Anxiety,1977,"Comedy,Mystery,Thriller"
tt0076145,High Velocity,1976,"Action,Adventure,Drama"
tt0076151,Homage to Chagall: The Colours of Love,1977,Documentary
tt0076161,The Hound of the Baskervilles,1978,"Comedy,Crime,Horror"
tt0076172,I Never Promised You a Rose Garden,1977,"Drama,Fantasy"
tt0076175,March or Die,1977,"Adventure,Drama,Romance"
tt0076177,Immaan Dharam,1977,"Action,Drama"
tt0076210,The Island of Dr. Moreau,1977,"Adventure,Fantasy,Horror"
tt0076211,Islands in the Stream,1977,Drama
tt0076227,To Kill with Intrigue,1977,"Action,Drama"
tt0076234,Joseph Andrews,1977,"Adventure,Comedy,Drama"
tt0076239,Joyride,1977,"Adventure,Comedy,Crime"
tt0076245,Julia,1977,Drama
tt0076259,Khoon Pasina,1977,"Action,Drama"
tt0076261,Vengeance,1977,Western
tt0076271,Kingdom of the Spiders,1977,"Horror,Sci-Fi"
tt0076297,The Last Remake of Beau Geste,1977,"Adventure,Comedy,War"
tt0076301,The Late Show,1977,"Comedy,Mystery,Thriller"
tt0076327,Looking for Mr. Goodbar,1977,Drama
tt0076342,MacArthur,1977,"Biography,Drama,History"
tt0076348,Madame Rosa,1977,Drama
tt0076359,The Mango Tree,1977,Drama
tt0076361,Mansion of the Doomed,1976,"Horror,Thriller"
tt0076400,Wifemistress,1977,"Comedy,Drama,Romance"
tt0076401,Stop Calling Me Baby!,1977,"Comedy,Drama,Romance"
tt0076416,The Mouse and His Child,1977,"Adventure,Animation,Drama"
tt0076417,Mr. Billion,1977,"Action,Comedy,Family"
tt0076440,Nasty Habits,1977,Comedy
tt0076451,"New York, New York",1977,"Drama,Music,Musical"
tt0076454,Nido de viudas,1977,Drama
tt0076460,Proof of the Man,1977,"Crime,Drama"
tt0076474,At Night All Cats Are Crazy,1977,"Comedy,Drama,Fantasy"
tt0076475,No. 1 of the Secret Service,1977,"Action,Comedy"
tt0076489,"Oh, God!",1977,"Comedy,Fantasy"
tt0076490,Oil,1977,"Action,Adventure"
tt0076504,Orca,1977,"Adventure,Drama,Horror"
tt0076507,The Other Side of Midnight,1977,"Drama,Romance,Thriller"
tt0076512,Outlaw Blues,1977,"Action,Comedy,Drama"
tt0076518,Rulers of the City,1976,"Comedy,Crime,Thriller"
tt0076527,Parvarish,1977,"Action,Crime,Drama"
tt0076538,Pete's Dragon,1977,"Adventure,Animation,Comedy"
tt0076543,A Piece of the Action,1977,"Comedy,Crime"
tt0076561,Portrait of a Hitman,1979,"Action,Drama"
tt0076567,The Private Files of J. Edgar Hoover,1977,"Biography,Drama"
tt0076574,Providence,1977,Drama
tt0076598,Assault in Paradise,1977,"Crime,Thriller"
tt0076618,The Rescuers,1977,"Adventure,Animation,Comedy"
tt0076630,Rituals,1977,"Adventure,Horror,Thriller"
tt0076636,Rollercoaster,1977,"Action,Crime,Drama"
tt0076637,Rolling Thunder,1977,"Crime,Drama,Thriller"
tt0076639,Roseland,1977,"Drama,Music,Romance"
tt0076644,Ruby,1977,"Drama,Horror"
tt0076665,Satan's Cheerleaders,1977,"Comedy,Crime,Horror"
tt0076666,Saturday Night Fever,1977,"Drama,Music"
tt0076683,The Sentinel,1977,Horror
tt0076686,The Serpent's Egg,1977,"Drama,Mystery,Thriller"
tt0076697,She Came to the Valley,1979,"Action,Adventure,Drama"
tt0076706,Short Eyes,1977,Drama
tt0076715,Silver Bears,1977,"Comedy,Crime"
tt0076723,Slap Shot,1977,"Comedy,Drama,Sport"
tt0076726,Slumber Party '57,1976,"Comedy,Drama"
tt0076729,Smokey and the Bandit,1977,"Action,Adventure,Comedy"
tt0076737,Some Call It Greed,1977,Documentary
tt0076740,Sorcerer,1977,"Adventure,Drama,Thriller"
tt0076746,Speedtrap,1977,"Action,Crime,Drama"
tt0076759,Star Wars,1977,"Action,Adventure,Fantasy"
tt0076770,The Strange Case of the End of Civilization as We Know It,1977,"Comedy,Crime,Mystery"
tt0076776,Stunts,1977,"Drama,Mystery"
tt0076780,Summer City,1977,"Drama,Thriller"
tt0076788,Sweeney!,1977,"Action,Crime,Drama"
tt0076789,Sweet Revenge,1976,"Comedy,Crime,Drama"
tt0076804,Telefon,1977,"Action,Crime,Drama"
tt0076809,Tentacles,1977,"Action,Adventure,Comedy"
tt0076815,Thieves,1977,"Comedy,Drama,Romance"
tt0076818,Three Warriors,1977,Drama
tt0076843,The Turning Point,1977,"Drama,Romance"
tt0076845,Twilight's Last Gleaming,1977,"Drama,Thriller"
tt0076847,"Another Man, Another Chance",1977,"Adventure,Drama,Romance"
tt0076851,The Purple Taxi,1977,Drama
tt0076853,The Uncanny,1977,Horror
tt0076861,The Assignment,1977,Thriller
tt0076868,Valentino,1977,"Biography,Drama"
tt0076890,Viva Knievel!,1977,"Action,Adventure,Biography"
tt0076909,Welcome to Blood City,1977,"Drama,Mystery,Sci-Fi"
tt0076910,Welcome to L.A.,1976,"Drama,Music,Romance"
tt0076913,Which Way Is Up?,1977,Comedy
tt0076915,The White Buffalo,1977,"Action,Adventure,Western"
tt0076916,White Rock,1977,"Documentary,Sport"
tt0076920,Why Shoot the Teacher?,1977,"Comedy,Drama"
tt0076933,The World's Greatest Lover,1977,Comedy
tt0077123,The Adolescent,1979,Drama
tt0077175,Other People's Money,1978,Drama
tt0077183,Atithee,1978,"Drama,Romance"
tt0077189,Avalanche,1978,"Action,Drama,Thriller"
tt0077199,The Bad News Bears Go to Japan,1978,"Comedy,Family,Sport"
tt0077225,Cave of the Sharks,1978,"Adventure,Crime,Fantasy"
tt0077226,Besharam,1978,"Action,Drama"
tt0077228,The Betsy,1978,Drama
tt0077233,The Big Fix,1978,"Comedy,Mystery,Thriller"
tt0077234,The Big Sleep,1978,"Crime,Drama,Mystery"
tt0077235,Big Wednesday,1978,"Drama,Sport"
tt0077248,Blue Collar,1978,"Crime,Drama"
tt0077265,The Boss' Son,1978,"Crime,Drama"
tt0077269,The Boys from Brazil,1978,"Drama,Mystery,Sci-Fi"
tt0077272,Brass Target,1978,"Action,Drama,Mystery"
tt0077275,The Brink's Job,1978,"Comedy,Crime,Drama"
tt0077277,Bruce and Shao-lin Kung Fu 2,1978,"Action,Adventure"
tt0077280,The Buddy Holly Story,1978,"Biography,Drama,Music"
tt0077289,California Suite,1978,"Comedy,Drama,Romance"
tt0077294,Capricorn One,1977,"Action,Adventure,Drama"
tt0077296,Caravans,1978,"Action,Adventure,History"
tt0077303,Casey's Shadow,1978,"Drama,Family,Sport"
tt0077304,The Cat and the Canary,1978,"Comedy,Horror,Mystery"
tt0077321,The Cheap Detective,1978,"Comedy,Crime,Mystery"
tt0077324,The Dogs,1979,"Drama,Thriller"
tt0077326,The Children of Sanchez,1978,Drama
tt0077332,The Chosen,1977,Horror
tt0077341,The Class of Miss MacMichael,1978,"Comedy,Drama"
tt0077355,Coma,1978,"Drama,Mystery,Thriller"
tt0077360,Comes a Horseman,1978,"Drama,Romance,Western"
tt0077362,Coming Home,1978,"Drama,Romance,War"
tt0077369,Convoy,1978,"Action,Drama"
tt0077372,Corvette Summer,1978,"Adventure,Comedy"
tt0077373,Stay as You Are,1978,"Drama,Romance"
tt0077381,Crossed Swords,1977,"Adventure,Comedy,Drama"
tt0077394,Damien: Omen II,1978,Horror
tt0077405,Days of Heaven,1978,"Drama,Romance"
tt0077408,Death Dimension,1978,"Action,Sci-Fi"
tt0077413,Death on the Nile,1978,"Crime,Drama,Mystery"
tt0077416,The Deer Hunter,1978,"Drama,War"
tt0077428,It Rained All Night the Day I Left,1980,"Comedy,Crime"
tt0077430,The House by the Edge of the Lake,1979,"Crime,Drama,Horror"
tt0077450,Dominique,1979,Horror
tt0077451,Don,1978,"Action,Crime,Thriller"
tt0077459,Double Murder,1977,"Drama,Thriller"
tt0077470,Dracula's Dog,1977,Horror
tt0077473,A Dream of Passion,1978,Drama
tt0077474,The Driver,1978,"Action,Crime,Thriller"
tt0077504,The End,1978,"Comedy,Drama"
tt0077522,Every Girl Should Have One,1978,Comedy
tt0077523,Every Which Way but Loose,1978,"Action,Comedy"
tt0077530,Eyes of Laura Mars,1978,"Mystery,Thriller"
tt0077531,F.I.S.T.,1978,"Crime,Drama,Thriller"
tt0077532,FM,1978,"Comedy,Drama,Music"
tt0077539,Fedora,1978,"Drama,Romance"
tt0077541,Magnificent Bodyguards,1978,Action
tt0077547,Filming 'Othello',1978,Documentary
tt0077548,A Night Full of Rain,1978,"Drama,Romance"
tt0077549,Fingers,1978,"Crime,Drama,Music"
tt0077578,Foul Play,1978,"Comedy,Mystery,Thriller"
tt0077588,The Fury,1978,"Horror,Sci-Fi,Thriller"
tt0077594,Game of Death,1978,"Action,Crime,Drama"
tt0077596,Ganga Ki Saugand,1978,"Action,Drama"
tt0077611,Atrocious Tales of Love and Death,1979,"Comedy,Mystery"
tt0077614,The Glove,1979,"Action,Crime,Drama"
tt0077617,Go Tell the Spartans,1978,"Drama,War"
tt0077621,Goin' South,1978,"Comedy,Romance,Western"
tt0077629,Gray Lady Down,1978,"Adventure,Drama,History"
tt0077630,Grayeagle,1977,"Adventure,Drama,Romance"
tt0077631,Grease,1978,"Comedy,Musical,Romance"
tt0077636,The Greek Tycoon,1978,Drama
tt0077651,Halloween,1978,"Horror,Thriller"
tt0077663,Heaven Can Wait,1978,"Comedy,Fantasy,Romance"
tt0077669,A Hero Ain't Nothin' But a Sandwich,1977,Drama
tt0077679,High-Ballin',1978,"Action,Drama"
tt0077696,Hooper,1978,"Action,Comedy"
tt0077699,House Calls,1978,"Comedy,Drama,Romance"
tt0077711,Autumn Sonata,1978,"Drama,Music"
tt0077723,Ils sont grands ces petits,1979,Comedy
tt0077728,In Praise of Older Women,1978,"Comedy,Drama,Romance"
tt0077742,Interiors,1978,Drama
tt0077743,International Velvet,1978,"Drama,Family,Sport"
tt0077745,Invasion of the Body Snatchers,1978,"Horror,Sci-Fi"
tt0077756,It Lives Again,1978,"Horror,Sci-Fi"
tt0077766,Jaws 2,1978,"Adventure,Horror,Thriller"
tt0077769,Jennifer,1978,Horror
tt0077779,Judith Therpauve,1978,Drama
tt0077783,Junoon,1979,Drama
tt0077792,Kasme Vaade,1978,"Action,Crime,Drama"
tt0077800,Killer Fish,1979,"Horror,Sci-Fi,Thriller"
tt0077807,King of the Gypsies,1978,Drama
tt0077869,The Lord of the Rings,1978,"Adventure,Animation,Fantasy"
tt0077886,Madman,1978,Drama
tt0077888,The Mafu Cage,1978,"Drama,Horror,Thriller"
tt0077889,Magic,1978,"Drama,Horror"
tt0077890,The Magic of Lassie,1978,"Drama,Family,Musical"
tt0077904,The Manitou,1978,"Horror,Sci-Fi"
tt0077917,Matilda,1978,"Comedy,Crime,Family"
tt0077921,The Medusa Touch,1978,"Horror,Sci-Fi"
tt0077942,Moment by Moment,1978,"Drama,Romance"
tt0077943,Mon premier amour,1978,"Drama,Romance"
tt0077952,Movie Movie,1978,"Comedy,Musical,Sport"
tt0077958,La mujer de la tierra caliente,1978,"Adventure,Thriller"
tt0077966,Mysterious Castles of Clay,1978,Documentary
tt0077975,National Lampoon's Animal House,1978,Comedy
tt0077987,Nicole,1976,Drama
tt0078007,The Norseman,1978,"Action,Adventure"
tt0078015,Eyes Behind the Stars,1978,"Horror,Sci-Fi,Thriller"
tt0078024,Oliver's Story,1978,"Drama,Romance"
tt0078025,"Olly, Olly, Oxen Free",1978,Adventure
tt0078032,The One Man Jury,1978,"Action,Crime,Drama"
tt0078038,"Last In, First Out",1978,"Drama,Thriller"
tt0078047,Our Winning Season,1978,Drama
tt0078056,Paradise Alley,1978,Drama
tt0078083,The Pentecost Outing,1978,Comedy
tt0078084,The Adventures of Picasso,1978,"Biography,Comedy"
tt0078087,Piranha,1978,"Comedy,Horror,Sci-Fi"
tt0078105,Power Play,1978,"Drama,Thriller"
tt0078111,Pretty Baby,1978,Drama
tt0078122,Get Out Your Handkerchiefs,1978,"Comedy,Drama,Romance"
tt0078128,Spiritual Kung Fu,1978,"Action,Comedy,Fantasy"
tt0078133,Rabbit Test,1978,Comedy
tt0078150,Remember My Name,1978,"Drama,Thriller"
tt0078158,Return from Witch Mountain,1978,"Adventure,Family,Fantasy"
tt0078163,Revenge of the Pink Panther,1978,"Comedy,Crime,Mystery"
tt0078199,"Same Time, Next Year",1978,"Comedy,Drama,Romance"
tt0078204,Satyam Shivam Sundaram: Love Sublime,1978,"Drama,Romance"
tt0078222,Seeta Aur Geeta,1972,"Adventure,Comedy,Drama"
tt0078227,Semi-Tough,1977,"Comedy,Romance,Sport"
tt0078228,The Seniors,1978,Comedy
tt0078231,"September 30, 1955",1977,Drama
tt0078238,Sextette,1977,"Comedy,Musical,Romance"
tt0078240,The Shadow of Chikara,1977,"Horror,Western"
tt0078241,Shalimar,1978,"Action,Adventure,Crime"
tt0078251,Snake and Crane Arts of Shaolin,1978,"Action,Drama"
tt0078252,Snake in the Eagle's Shadow,1978,"Action,Comedy"
tt0078256,Blood Feud,1978,Thriller
tt0078259,The Shout,1978,"Drama,Horror"
tt0078269,The Silent Partner,1978,"Comedy,Crime,Drama"
tt0078294,Somebody Killed Her Husband,1978,"Comedy,Crime,Mystery"
tt0078299,Desiderium,1978,"Drama,Romance"
tt0078313,The Squeeze,1978,"Comedy,Crime,Drama"
tt0078320,Breakthrough,1979,"Drama,War"
tt0078321,Stevie,1978,"Biography,Drama"
tt0078326,Straight Time,1978,"Crime,Drama"
tt0078338,Le sucre,1978,"Comedy,Drama,Thriller"
tt0078346,Superman,1978,"Action,Adventure,Sci-Fi"
tt0078350,The Swarm,1978,"Horror,Thriller"
tt0078351,Sweeney 2,1978,"Action,Crime,Drama"
tt0078361,Tanto va la gatta al lardo...,1978,Comedy
tt0078378,Des Teufels Advokat,1977,Drama
tt0078388,The Third Walker,1978,Drama
tt0078400,Tilt,1979,Drama
tt0078417,The Bermuda Triangle,1978,"Horror,Mystery,Sci-Fi"
tt0078418,Trishul,1978,"Action,Drama,Musical"
tt0078440,Un second souffle,1978,Drama
tt0078442,Uncle Joe Shannon,1978,Drama
tt0078444,An Unmarried Woman,1978,"Comedy,Drama,Romance"
tt0078467,Violette,1978,"Crime,Drama,Thriller"
tt0078477,The Water Babies,1978,"Adventure,Animation,Family"
tt0078480,Watership Down,1978,"Adventure,Animation,Drama"
tt0078488,Who Is Killing the Great Chefs of Europe?,1978,"Comedy,Crime,Mystery"
tt0078490,Who'll Stop the Rain,1978,"Action,Crime,Drama"
tt0078492,The Wild Geese,1978,"Action,Adventure,Drama"
tt0078495,Metamorphoses,1978,"Animation,Fantasy"
tt0078504,The Wiz,1978,"Adventure,Family,Fantasy"
tt0078508,Wolf Lake,1980,"Drama,Thriller"
tt0078522,Zero to Sixty,1978,Comedy
tt0078549,See Here My Love,1978,"Mystery,Sci-Fi,Thriller"
tt0078550,L'état sauvage,1978,Drama
tt0078718,And Justice for All,1979,"Crime,Drama,Thriller"
tt0078721,10,1979,"Comedy,Romance"
tt0078723,1941,1979,"Action,Comedy,War"
tt0078736,Agatha,1979,"Drama,Mystery,Thriller"
tt0078739,Ahsaas,1979,"Drama,Romance"
tt0078740,The Concorde... Airport '79,1979,"Action,Drama,Thriller"
tt0078748,Alien,1979,"Horror,Sci-Fi"
tt0078754,All That Jazz,1979,"Drama,Music,Musical"
tt0078765,The American Success Company,1980,"Comedy,Drama"
tt0078767,The Amityville Horror,1979,Horror
tt0078780,Animalympics,1980,"Animation,Comedy,Family"
tt0078788,Apocalypse Now,1979,"Drama,Mystery,War"
tt0078801,Ashanti,1979,"Action,Adventure,Drama"
tt0078806,The Attic,1980,"Drama,Horror,Thriller"
tt0078812,Avalanche Express,1979,"Action,Thriller"
tt0078836,Bear Island,1979,"Action,Adventure,Mystery"
tt0078841,Being There,1979,"Comedy,Drama"
tt0078843,The Bell Jar,1979,"Biography,Drama"
tt0078856,Beyond the Poseidon Adventure,1979,"Action,Adventure"
tt0078869,The Black Hole,1979,"Action,Sci-Fi"
tt0078872,The Black Stallion,1979,"Adventure,Family,Sport"
tt0078878,Bloodbrothers,1978,Drama
tt0078879,Bloodline,1979,"Crime,Drama,Mystery"
tt0078886,Boardwalk,1979,Drama
tt0078895,Border Cop,1980,"Drama,Thriller"
tt0078902,Breaking Away,1979,"Comedy,Drama,Sport"
tt0078908,The Brood,1979,"Horror,Sci-Fi"
tt0078913,Buffet Froid,1979,"Comedy,Crime"
tt0078917,Good News,1979,"Comedy,Drama"
tt0078919,Butch and Sundance: The Early Days,1979,"Comedy,Western"
tt0078928,California Dreaming,1979,"Comedy,Drama,Romance"
tt0078950,The Champ,1979,"Drama,Sport"
tt0078952,Chapter Two,1979,"Comedy,Drama,Romance"
tt0078963,Seeking Asylum,1979,"Comedy,Drama"
tt0078966,The China Syndrome,1979,"Drama,Thriller"
tt0078976,City on Fire,1979,"Action,Drama"
tt0078978,Womanlight,1979,Drama
tt0078980,Cocaine Cowboys,1979,"Crime,Drama"
tt0079003,Courage fuyons,1979,"Comedy,Romance"
tt0079013,Cuba,1979,"Adventure,Romance,Thriller"
tt0079027,The Dark,1979,"Horror,Sci-Fi,Thriller"
tt0079058,The Divine Nymph,1975,Drama
tt0079073,Dracula,1979,"Drama,Horror,Romance"
tt0079080,Dreamer,1979,"Drama,Sport"
tt0079090,The Conductor,1980,"Drama,Music"
tt0079094,Eagle's Wing,1979,Western
tt0079100,The Electric Horseman,1979,"Comedy,Drama,Romance"
tt0079116,Escape from Alcatraz,1979,"Action,Biography,Crime"
tt0079117,Escape to Athena,1979,"Action,Adventure,Comedy"
tt0079123,The Europeans,1979,"Drama,Romance"
tt0079137,Fast Charlie... the Moonbeam Rider,1979,Comedy
tt0079152,The Fifth Musketeer,1979,"Action,Adventure,Romance"
tt0079153,Firepower,1979,"Action,Adventure,Crime"
tt0079168,A Force of One,1979,"Action,Crime,Drama"
tt0079180,The Frisco Kid,1979,"Adventure,Comedy,Drama"
tt0079191,Game for Vultures,1979,"Action,Drama,War"
tt0079219,Going in Style,1979,"Comedy,Crime,Drama"
tt0079225,Goldengirl,1979,"Drama,Sci-Fi,Sport"
tt0079227,Good Guys Wear Black,1978,Action
tt0079236,The Great Gambler,1979,"Action,Crime,Romance"
tt0079239,The Great Santini,1979,Drama
tt0079240,The Great Train Robbery,1978,"Adventure,Crime,Drama"
tt0079256,HealtH,1980,Comedy
tt0079268,Hanover Street,1979,"Action,Adventure,Drama"
tt0079271,Hardcore,1979,"Crime,Drama"
tt0079285,Saturn 3,1980,"Adventure,Horror,Sci-Fi"
tt0079302,Home Movies,1979,Comedy
